Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2003.0,2003-11-23,11.0,12.0,,CIN,SDG,W 34-27,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Carson Palmer,True,34,27
2003.0,2003-11-30,12.0,13.0,,CIN,PIT,W 24-20,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Carson Palmer,True,24,20
2003.0,2003-12-07,13.0,14.0,,CIN,BAL,L 13-31,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Carson Palmer,False,13,31
2003.0,2003-12-14,14.0,15.0,,CIN,SFO,W 41-38,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Carson Palmer,True,41,38
2003.0,2003-12-21,15.0,16.0,,CIN,STL,L 10-27,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Carson Palmer,False,10,27
2003.0,2003-12-28,16.0,17.0,,CIN,CLE,L 14-22,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Carson Palmer,False,14,22
2004.0,2004-09-12,1.0,1.0,24.26,CIN,NYJ,L 24-31,True,18,27,66.67,248,2,1,105.2,1,10,9.19,9.00,2,10,5.00,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Carson Palmer,False,24,31
2004.0,2004-09-19,2.0,2.0,24.267,CIN,MIA,W 16-13,True,21,38,55.26,147,0,1,53.3,5,31,3.87,2.68,0,0,,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Carson Palmer,True,16,13
2004.0,2004-09-26,3.0,3.0,24.274,CIN,BAL,L 9-23,True,25,52,48.08,316,0,3,43.4,4,27,6.08,3.48,1,2,2.00,0,,0,0,0.0,,,,,,1,1,0,0,0,0,,,,,,,False,Carson Palmer,False,9,23
2004.0,2004-10-03,4.0,4.0,24.281,CIN,PIT,L 17-28,True,20,37,54.05,164,1,2,52.1,1,8,4.43,2.54,1,1,1.00,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Carson Palmer,False,17,28
2004.0,2004-10-17,5.0,6.0,24.295,CIN,CLE,L 17-34,True,20,36,55.56,148,1,1,63.2,3,17,4.11,3.42,0,0,,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Carson Palmer,False,17,34
2004.0,2004-10-25,6.0,7.0,24.303,CIN,DEN,W 23-10,True,12,21,57.14,198,1,1,85.0,1,10,9.43,8.24,4,0,0.00,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Carson Palmer,True,23,10
2004.0,2004-10-31,7.0,8.0,24.309,CIN,TEN,L 20-27,True,20,36,55.56,247,0,1,65.4,4,30,6.86,5.61,0,0,,0,,0,0,0.0,,,,,,1,1,0,0,0,0,,,,,,,True,Carson Palmer,False,20,27
2004.0,2004-11-07,8.0,9.0,24.316,CIN,DAL,W 26-3,True,21,32,65.63,212,1,0,94.8,0,0,6.63,7.25,2,1,0.50,1,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Carson Palmer,True,26,3
2004.0,2004-11-14,9.0,10.0,24.323,CIN,WAS,W 17-10,True,24,39,61.54,217,1,2,63.7,0,0,5.56,3.77,2,-3,-1.50,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Carson Palmer,True,17,10
2004.0,2004-11-21,10.0,11.0,24.33,CIN,PIT,L 14-19,True,13,25,52.00,165,2,1,82.9,3,18,6.60,6.40,0,0,,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Carson Palmer,False,14,19
2004.0,2004-11-28,11.0,12.0,24.337,CIN,CLE,W 58-48,True,22,29,75.86,251,4,3,101.4,0,0,8.66,6.76,2,10,5.00,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Carson Palmer,True,58,48
2004.0,2004-12-05,12.0,13.0,24.344,CIN,BAL,W 27-26,True,29,36,80.56,382,3,1,127.1,3,27,10.61,11.03,2,7,3.50,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Carson Palmer,True,27,26
2004.0,2004-12-12,13.0,14.0,24.351,CIN,NWE,L 28-35,True,18,24,75.00,202,2,1,110.1,0,0,8.42,8.21,2,19,9.50,0,,0,0,0.0,1,0,1,0,,0,,0,0,0,0,,,,,,,True,Carson Palmer,False,28,35
2004.0,2004-12-19,14.0,15.0,,CIN,BUF,L 17-33,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Carson Palmer,False,17,33
2004.0,2004-12-26,15.0,16.0,,CIN,NYG,W 23-22,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Carson Palmer,True,23,22
2004.0,2005-01-02,16.0,17.0,,CIN,PHI,W 38-10,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Carson Palmer,True,38,10
2005.0,2005-09-11,1.0,1.0,25.258,CIN,CLE,W 27-13,True,26,34,76.47,280,2,1,107.5,2,8,8.24,8.09,0,0,,0,,0,0,0.0,0,0,0,0,,1,1,0,0,0,0,,,,,,,True,Carson Palmer,True,27,13
2005.0,2005-09-18,2.0,2.0,25.265,CIN,MIN,W 37-8,True,27,40,67.50,337,3,1,108.0,0,0,8.43,8.80,4,3,0.75,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Carson Palmer,True,37,8
2005.0,2005-09-25,3.0,3.0,25.272,CIN,CHI,W 24-7,True,16,23,69.57,169,3,0,130.3,1,8,7.35,9.96,6,-3,-0.50,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Carson Palmer,True,24,7
2005.0,2005-10-02,4.0,4.0,25.279,CIN,HOU,W 16-10,True,25,34,73.53,276,1,0,107.0,2,3,8.12,8.71,1,-1,-1.00,0,,0,0,0.0,,,,,,1,0,0,0,0,0,,,,,,,False,Carson Palmer,True,16,10
2005.0,2005-10-09,5.0,5.0,25.286,CIN,JAX,L 20-23,True,22,33,66.67,239,2,0,108.0,2,7,7.24,8.45,1,1,1.00,0,,0,0,0.0,,,,,,1,1,0,0,0,0,,,,,,,True,Carson Palmer,False,20,23
2005.0,2005-10-16,6.0,6.0,25.293,CIN,TEN,W 31-23,True,27,33,81.82,272,2,0,121.2,1,4,8.24,9.45,3,4,1.33,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Carson Palmer,True,31,23
2005.0,2005-10-23,7.0,7.0,25.3,CIN,PIT,L 13-27,True,21,36,58.33,227,0,2,53.8,2,16,6.31,3.81,3,8,2.67,1,,1,6,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Carson Palmer,False,13,27
2005.0,2005-10-30,8.0,8.0,25.307,CIN,GNB,W 21-14,True,22,34,64.71,237,3,1,102.2,2,15,6.97,7.41,0,0,,0,,0,0,0.0,,,,,,1,0,0,0,0,0,,,,,,,False,Carson Palmer,True,21,14
2005.0,2005-11-06,9.0,9.0,25.314,CIN,BAL,W 21-9,True,19,26,73.08,248,2,0,128.4,2,14,9.54,11.08,5,-6,-1.20,0,,0,0,0.0,0,0,0,0,,1,0,0,1,-2,0,,,,,,,True,Carson Palmer,True,21,9
2005.0,2005-11-20,10.0,11.0,25.328,CIN,IND,L 37-45,True,25,38,65.79,335,2,1,100.2,1,7,8.82,8.68,1,1,1.00,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Carson Palmer,False,37,45
2005.0,2005-11-27,11.0,12.0,25.335,CIN,BAL,W 42-29,True,22,30,73.33,302,3,1,124.6,0,0,10.07,10.57,1,14,14.00,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Carson Palmer,True,42,29
2005.0,2005-12-04,12.0,13.0,25.342,CIN,PIT,W 38-31,True,22,38,57.89,227,3,0,101.5,1,5,5.97,7.55,3,-3,-1.00,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Carson Palmer,True,38,31
2005.0,2005-12-11,13.0,14.0,25.349,CIN,CLE,W 23-20,True,13,27,48.15,93,1,1,53.5,0,0,3.44,2.52,1,1,1.00,0,,0,0,0.0,0,0,0,0,,0,,0,0,0,0,,,,,,,False,Carson Palmer,True,23,20
2005.0,2005-12-18,14.0,15.0,25.356,CIN,DET,W 41-17,True,28,39,71.79,274,3,2,95.5,2,9,7.03,6.26,1,8,8.00,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Carson Palmer,True,41,17
2005.0,2005-12-24,15.0,16.0,25.362,CIN,BUF,L 27-37,True,25,36,69.44,266,2,2,86.1,1,9,7.39,6.00,4,14,3.50,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Carson Palmer,False,27,37
2005.0,2006-01-01,16.0,17.0,26.005,CIN,KAN,L 3-37,True,5,8,62.50,54,0,0,82.3,0,0,6.75,6.75,0,0,,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Carson Palmer,False,3,37
2006.0,2006-09-10,1.0,1.0,26.257,CIN,KAN,W 23-10,True,13,19,68.42,127,0,0,87.0,1,7,6.68,6.68,2,-1,-0.50,0,,0,0,0.0,0,0,0,0,0,2,1,0,1,-3,0,,,,,,,True,Carson Palmer,True,23,10
2006.0,2006-09-17,2.0,2.0,26.264,CIN,CLE,W 34-17,True,24,40,60.00,352,2,2,84.6,4,31,8.80,7.55,3,1,0.33,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Carson Palmer,True,34,17
2006.0,2006-09-24,3.0,3.0,26.271,CIN,PIT,W 28-20,True,18,26,69.23,193,4,2,98.2,6,34,7.42,7.04,3,5,1.67,0,,0,0,0.0,,,,,,3,1,0,0,0,0,,,,,,,True,Carson Palmer,True,28,20
2006.0,2006-10-01,4.0,4.0,26.278,CIN,NWE,L 13-38,True,20,35,57.14,245,0,0,78.9,4,37,7.00,7.00,0,0,,0,,0,0,0.0,0,0,0,0,0,2,2,0,0,0,0,,,,,,,False,Carson Palmer,False,13,38
2006.0,2006-10-15,5.0,6.0,26.292,CIN,TAM,L 13-14,True,24,37,64.86,261,1,0,94.5,2,9,7.05,7.59,2,1,0.50,0,,0,0,0.0,0,0,0,0,0,1,0,0,1,-6,0,,,,,,,True,Carson Palmer,False,13,14
2006.0,2006-10-22,6.0,7.0,26.299,CIN,CAR,W 17-14,True,23,39,58.97,240,2,0,94.0,2,10,6.15,7.18,1,6,6.00,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Carson Palmer,True,17,14
2006.0,2006-10-29,7.0,8.0,26.306,CIN,ATL,L 27-29,True,24,36,66.67,266,2,0,106.9,2,8,7.39,8.50,1,7,7.00,0,,0,0,0.0,,,,,,1,1,0,0,0,0,,,,,,,False,Carson Palmer,False,27,29
2006.0,2006-11-05,8.0,9.0,26.313,CIN,BAL,L 20-26,True,12,26,46.15,194,1,2,52.4,2,12,7.46,4.77,1,5,5.00,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Carson Palmer,False,20,26
2006.0,2006-11-12,9.0,10.0,26.32,CIN,SDG,L 41-49,True,31,42,73.81,440,3,0,131.1,3,23,10.48,11.90,1,3,3.00,0,,0,0,0.0,,,,,,1,1,0,0,0,0,,,,,,,False,Carson Palmer,False,41,49
2006.0,2006-11-19,10.0,11.0,26.327,CIN,NOR,W 31-16,True,14,22,63.64,275,3,1,127.8,1,9,12.50,13.18,2,-1,-0.50,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Carson Palmer,True,31,16
2006.0,2006-11-26,11.0,12.0,26.334,CIN,CLE,W 30-0,True,25,32,78.13,275,3,1,120.7,1,0,8.59,9.06,2,0,0.00,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Carson Palmer,True,30,0
2006.0,2006-11-30,12.0,13.0,26.338,CIN,BAL,W 13-7,True,21,32,65.63,234,1,0,97.7,2,7,7.31,7.94,3,-3,-1.00,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Carson Palmer,True,13,7
2006.0,2006-12-10,13.0,14.0,26.348,CIN,OAK,W 27-10,True,20,28,71.43,297,2,3,90.0,0,0,10.61,7.21,0,0,,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Carson Palmer,True,27,10
2006.0,2006-12-18,14.0,15.0,26.356,CIN,IND,L 16-34,True,14,28,50.00,176,0,0,69.9,4,31,6.29,6.29,1,11,11.00,0,,0,0,0.0,,,,,,4,1,0,0,0,0,,,,,,,True,Carson Palmer,False,16,34
2006.0,2006-12-24,15.0,16.0,26.362,CIN,DEN,L 23-24,True,21,40,52.50,209,2,2,63.4,2,15,5.23,3.98,2,6,3.00,0,,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,True,Carson Palmer,False,23,24
2006.0,2006-12-31,16.0,17.0,27.004,CIN,PIT,L 17-23,True,20,38,52.63,251,2,0,91.0,0,0,6.61,7.66,2,-3,-1.50,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Carson Palmer,False,17,23
2007.0,2007-09-10,1.0,1.0,27.257,CIN,BAL,W 27-20,True,20,32,62.50,194,2,0,100.3,1,13,6.06,7.31,3,0,0.00,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Carson Palmer,True,27,20
2007.0,2007-09-16,2.0,2.0,27.263,CIN,CLE,L 45-51,True,33,50,66.00,401,6,2,113.4,1,7,8.02,8.62,2,10,5.00,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Carson Palmer,False,45,51
2007.0,2007-09-23,3.0,3.0,27.27,CIN,SEA,L 21-24,True,27,43,62.79,342,1,2,75.9,2,14,7.95,6.33,1,-1,-1.00,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,Carson Palmer,False,21,24
2007.0,2007-10-01,4.0,4.0,27.278,CIN,NWE,L 13-34,True,21,35,60.00,234,1,2,65.7,1,8,6.69,4.69,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,Carson Palmer,False,13,34
2007.0,2007-10-14,5.0,6.0,27.291,CIN,KAN,L 20-27,True,26,43,60.47,320,2,2,79.6,4,25,7.44,6.28,1,2,2.00,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,,,,,,,True,Carson Palmer,False,20,27
2007.0,2007-10-21,6.0,7.0,27.298,CIN,NYJ,W 38-31,True,14,21,66.67,226,1,1,98.5,1,8,10.76,9.57,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,Carson Palmer,True,38,31
2007.0,2007-10-28,7.0,8.0,27.305,CIN,PIT,L 13-24,True,23,31,74.19,205,1,0,102.2,0,0,6.61,7.26,1,2,2.00,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Carson Palmer,False,13,24
2007.0,2007-11-04,8.0,9.0,27.312,CIN,BUF,L 21-33,True,26,39,66.67,271,2,1,93.0,0,0,6.95,6.82,3,5,1.67,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Carson Palmer,False,21,33
2007.0,2007-11-11,9.0,10.0,27.319,CIN,BAL,W 21-7,True,23,34,67.65,271,0,0,91.7,3,15,7.97,7.97,2,-2,-1.00,0,,0,0,0.0,,,,,,2,0,0,0,0,0,,,,,,,True,Carson Palmer,True,21,7
2007.0,2007-11-18,10.0,11.0,27.326,CIN,ARI,L 27-35,True,37,52,71.15,329,2,4,68.5,1,5,6.33,3.63,2,-1,-0.50,0,,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,0,,,,,,,False,Carson Palmer,False,27,35
2007.0,2007-11-25,11.0,12.0,27.333,CIN,TEN,W 35-6,True,32,38,84.21,283,3,1,113.0,1,5,7.45,7.84,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,Carson Palmer,True,35,6
2007.0,2007-12-02,12.0,13.0,27.34,CIN,PIT,L 10-24,True,17,44,38.64,183,0,0,51.6,1,8,4.16,4.16,2,-2,-1.00,0,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,True,Carson Palmer,False,10,24
2007.0,2007-12-09,13.0,14.0,27.347,CIN,STL,W 19-10,True,21,29,72.41,189,0,2,60.8,1,11,6.52,3.41,3,-3,-1.00,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,Carson Palmer,True,19,10
2007.0,2007-12-15,14.0,15.0,27.353,CIN,SFO,L 13-20,True,19,31,61.29,252,1,0,97.8,0,0,8.13,8.77,2,1,0.50,0,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Carson Palmer,False,13,20
2007.0,2007-12-23,15.0,16.0,27.361,CIN,CLE,W 19-14,True,11,21,52.38,115,1,2,44.8,0,0,5.48,2.14,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,Carson Palmer,True,19,14
2007.0,2007-12-30,16.0,17.0,28.003,CIN,MIA,W 38-25,True,23,32,71.88,316,3,1,121.4,0,0,9.88,10.34,2,-1,-0.50,0,,0,0,0.0,,,,,,0,0,0,0,0,0,,,,,,,True,Carson Palmer,True,38,25
2008.0,2008-09-07,1.0,1.0,28.255,CIN,BAL,L 10-17,True,9,24,37.50,94,0,1,32.3,2,10,3.92,2.04,3,15,5.00,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,Carson Palmer,False,10,17
2008.0,2008-09-14,2.0,2.0,28.262,CIN,TEN,L 7-24,True,16,27,59.26,134,0,2,41.3,1,7,4.96,1.63,0,0,,0,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,,,,,,,False,Carson Palmer,False,7,24
2008.0,2008-09-21,3.0,3.0,28.269,CIN,NYG,L 23-26,True,27,39,69.23,286,1,0,98.9,6,41,7.33,7.85,3,23,7.67,0,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,True,Carson Palmer,False,23,26
