Year,Date,G#,Week,Age,Tm,Opp,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Away_status,Win,Score,Opp Score,Player
2003,2003-11-23,11,12,,CHI,DEN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,19,10,Rex Grossman
2003,2003-11-30,12,13,,CHI,ARI,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,True,28,3,Rex Grossman
2003,2003-12-07,13,14,,CHI,GNB,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,False,21,34,Rex Grossman
2003,2003-12-14,14,15,23.113,CHI,MIN,True,13,30,43.33,157,0,0,60.0,1,12,5.23,5.23,2,-1,-0.50,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,-1,0,False,True,13,10,Rex Grossman
2003,2003-12-21,15,16,23.120,CHI,WAS,True,19,32,59.38,249,2,1,91.8,2,11,7.78,7.63,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,2,0,0,0,0,0,False,True,27,24,Rex Grossman
2003,2003-12-28,16,17,23.127,CHI,KAN,True,6,10,60.00,31,0,0,65.0,1,18,3.10,3.10,0,0,,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,True,False,3,31,Rex Grossman
2004,2004-09-12,1,1,24.020,CHI,DET,True,16,35,45.71,227,0,2,43.4,3,13,6.49,3.91,4,21,5.25,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,False,False,16,20,Rex Grossman
2004,2004-09-19,2,2,24.027,CHI,GNB,True,10,18,55.56,132,1,1,74.3,1,7,7.33,5.94,4,7,1.75,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,True,True,21,10,Rex Grossman
2004,2004-09-26,3,3,24.034,CHI,MIN,True,21,31,67.74,248,0,0,91.9,1,2,8.00,8.00,3,20,6.67,1,0,0,0,,0,0.0%,,1,6,1,1,0,0,0,0,True,False,22,27,Rex Grossman
2004,2004-10-03,4,4,,CHI,PHI,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,9,19,Rex Grossman
2004,2004-10-17,5,6,,CHI,WAS,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,10,13,Rex Grossman
2004,2004-10-24,6,7,,CHI,TAM,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,7,19,Rex Grossman
2004,2004-10-31,7,8,,CHI,SFO,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,23,13,Rex Grossman
2004,2004-11-07,8,9,,CHI,NYG,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,28,21,Rex Grossman
2004,2004-11-14,9,10,,CHI,TEN,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,19,17,Rex Grossman
2004,2004-11-21,10,11,,CHI,IND,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,10,41,Rex Grossman
2004,2004-11-25,11,12,,CHI,DAL,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,7,21,Rex Grossman
2004,2004-12-05,12,13,,CHI,MIN,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,24,14,Rex Grossman
2004,2004-12-12,13,14,,CHI,JAX,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,3,22,Rex Grossman
2004,2004-12-19,14,15,,CHI,HOU,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,5,24,Rex Grossman
2004,2004-12-26,15,16,,CHI,DET,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,13,19,Rex Grossman
2004,2005-01-02,16,17,,CHI,GNB,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,14,31,Rex Grossman
2005,2005-09-11,1,1,,CHI,WAS,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,7,9,Rex Grossman
2005,2005-09-18,2,2,,CHI,DET,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,38,6,Rex Grossman
2005,2005-09-25,3,3,,CHI,CIN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,7,24,Rex Grossman
2005,2005-10-09,4,5,,CHI,CLE,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,10,20,Rex Grossman
2005,2005-10-16,5,6,,CHI,MIN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,28,3,Rex Grossman
2005,2005-10-23,6,7,,CHI,BAL,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,10,6,Rex Grossman
2005,2005-10-30,7,8,,CHI,DET,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,19,13,Rex Grossman
2005,2005-11-06,8,9,,CHI,NOR,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,20,17,Rex Grossman
2005,2005-11-13,9,10,,CHI,SFO,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,17,9,Rex Grossman
2005,2005-11-20,10,11,,CHI,CAR,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,13,3,Rex Grossman
2005,2005-11-27,11,12,,CHI,TAM,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,13,10,Rex Grossman
2005,2005-12-04,12,13,,CHI,GNB,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,19,7,Rex Grossman
2005,2005-12-11,13,14,,CHI,PIT,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,False,9,21,Rex Grossman
2005,2005-12-18,14,15,25.117,CHI,ATL,False,9,16,56.25,93,0,1,47.1,0,0,5.81,3.00,0,0,,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,False,True,16,3,Rex Grossman
2005,2005-12-25,15,16,25.124,CHI,GNB,True,11,23,47.83,166,1,1,68.4,1,9,7.22,6.13,0,0,,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,True,True,24,17,Rex Grossman
2005,2006-01-01,16,17,,CHI,MIN,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,False,10,34,Rex Grossman
2006,2006-09-10,1,1,26.018,CHI,GNB,True,18,26,69.23,262,1,1,98.6,1,6,10.08,9.12,1,2,2.00,0,1,1,-4,-4.00,0,100.0%,-4.00,0,0,0,,0,0,0,0,True,True,26,0,Rex Grossman
2006,2006-09-17,2,2,26.025,CHI,DET,True,20,27,74.07,289,4,0,148.0,0,0,10.70,13.67,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,-1,0,False,True,34,7,Rex Grossman
2006,2006-09-24,3,3,26.032,CHI,MIN,True,23,41,56.10,278,1,2,64.9,1,4,6.78,5.07,3,-3,-1.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,True,True,19,16,Rex Grossman
2006,2006-10-01,4,4,26.039,CHI,SEA,True,17,31,54.84,232,2,0,100.5,1,13,7.48,8.77,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,False,True,37,6,Rex Grossman
2006,2006-10-08,5,5,26.046,CHI,BUF,True,15,27,55.56,182,2,0,101.2,1,7,6.74,8.22,0,0,,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,False,True,40,7,Rex Grossman
2006,2006-10-16,6,6,26.054,CHI,ARI,True,14,37,37.84,144,0,4,10.2,2,14,3.89,-0.97,3,-7,-2.33,0,0,0,0,,0,0.0%,,0,0,2,2,0,0,0,0,True,True,24,23,Rex Grossman
2006,2006-10-29,7,8,26.067,CHI,SFO,True,23,29,79.31,252,3,0,137.4,0,0,8.69,10.76,0,0,,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,0,0,False,True,41,10,Rex Grossman
2006,2006-11-05,8,9,26.074,CHI,MIA,True,18,42,42.86,210,1,3,36.8,3,21,5.00,2.26,0,0,,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,False,False,13,31,Rex Grossman
2006,2006-11-12,9,10,26.081,CHI,NYG,True,18,30,60.00,246,3,1,105.7,2,12,8.20,8.70,3,-2,-0.67,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,0,0,True,True,38,20,Rex Grossman
2006,2006-11-19,10,11,26.088,CHI,NYJ,True,11,22,50.00,119,1,0,81.4,1,8,5.41,6.32,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,True,True,10,0,Rex Grossman
2006,2006-11-26,11,12,26.095,CHI,NWE,True,15,34,44.12,176,0,3,23.7,1,5,5.18,1.21,2,1,0.50,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,-3,0,True,False,13,17,Rex Grossman
2006,2006-12-03,12,13,26.102,CHI,MIN,True,6,19,31.58,34,0,3,1.3,1,10,1.79,-5.32,4,-9,-2.25,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,False,True,23,13,Rex Grossman
2006,2006-12-11,13,14,26.110,CHI,STL,True,13,23,56.52,200,2,0,114.4,0,0,8.70,10.43,3,20,6.67,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,True,True,42,27,Rex Grossman
2006,2006-12-17,14,15,26.116,CHI,TAM,True,29,44,65.91,339,2,0,104.3,4,27,7.70,8.61,0,0,,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,False,True,34,31,Rex Grossman
2006,2006-12-24,15,16,26.123,CHI,DET,True,20,36,55.56,197,1,0,80.4,2,10,5.47,6.03,0,0,,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,True,True,26,21,Rex Grossman
2006,2006-12-31,16,17,26.130,CHI,GNB,True,2,12,16.67,33,0,3,0.0,1,5,2.75,-8.50,2,-1,-0.50,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,False,False,7,26,Rex Grossman
2007,2007-09-09,1,1,27.017,CHI,SDG,True,12,23,52.17,145,0,1,53.7,3,23,6.30,4.35,0,0,,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,0,0,True,False,3,14,Rex Grossman
2007,2007-09-16,2,2,27.024,CHI,KAN,True,20,34,58.82,160,1,2,56.0,3,28,4.71,2.65,3,-3,-1.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,False,True,20,10,Rex Grossman
2007,2007-09-23,3,3,27.031,CHI,DAL,True,15,32,46.88,195,0,3,27.5,3,31,6.09,1.88,1,12,12.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,False,False,10,34,Rex Grossman
2007,2007-09-30,4,4,,CHI,DET,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,False,27,37,Rex Grossman
2007,2007-10-07,5,5,,CHI,GNB,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,True,27,20,Rex Grossman
2007,2007-10-14,6,6,,CHI,MIN,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,False,31,34,Rex Grossman
2007,2007-10-21,7,7,,CHI,PHI,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,True,19,16,Rex Grossman
