Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2016.0,2016-11-27,11.0,12.0,,NWE,NYJ,W 22-17,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Jacoby Brissett,True,22,17
2016.0,2016-12-04,12.0,13.0,,NWE,LAR,W 26-10,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Jacoby Brissett,True,26,10
2016.0,2016-12-12,13.0,14.0,,NWE,BAL,W 30-23,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Jacoby Brissett,True,30,23
2016.0,2016-12-18,14.0,15.0,,NWE,DEN,W 16-3,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Jacoby Brissett,True,16,3
2016.0,2016-12-24,15.0,16.0,,NWE,NYJ,W 41-3,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Jacoby Brissett,True,41,3
2016.0,2017-01-01,16.0,17.0,,NWE,MIA,W 35-14,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Jacoby Brissett,True,35,14
2017.0,2017-09-10,1.0,1.0,24.273,IND,LAR,L 9-46,False,2,3,66.67,51,0,0,109.7,0,0,17.00,17.00,0,0,,0,0,0,0,,0,0.0%,,0,0,0,0,0,1,0,0,9,18%,0,0%,0,0%,True,Jacoby Brissett,False,9,46
2017.0,2017-09-17,2.0,2.0,24.28,IND,ARI,L 13-16,True,20,37,54.05,216,0,1,60.2,4,26,5.84,4.62,6,22,3.67,0,0,0,0,,0,0.0%,,0,0,1,0,0,2,0,0,71,100%,0,0%,0,0%,False,Jacoby Brissett,False,13,16
2017.0,2017-09-24,3.0,3.0,24.287,IND,CLE,W 31-28,True,17,24,70.83,259,1,0,120.0,3,16,10.79,11.63,5,14,2.80,2,0,0,0,,0,0.0%,,2,12,0,0,0,0,0,0,66,100%,0,0%,0,0%,False,Jacoby Brissett,True,31,28
2017.0,2017-10-01,4.0,4.0,24.294,IND,SEA,L 18-46,True,16,29,55.17,157,1,1,67.7,3,18,5.41,4.55,3,33,11.00,0,0,0,0,,0,0.0%,,0,0,2,1,0,1,0,0,60,100%,0,0%,0,0%,True,Jacoby Brissett,False,18,46
2017.0,2017-10-08,5.0,5.0,24.301,IND,SFO,W 26-23,True,22,34,64.71,314,0,1,82.2,4,26,9.24,7.91,8,14,1.75,1,0,0,0,,0,0.0%,,1,6,0,0,0,0,0,0,76,100%,0,0%,0,0%,False,Jacoby Brissett,True,26,23
2017.0,2017-10-16,6.0,6.0,24.309,IND,TEN,L 22-36,True,21,37,56.76,212,1,0,82.3,1,0,5.73,6.27,4,15,3.75,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,58,100%,0,0%,0,0%,True,Jacoby Brissett,False,22,36
2017.0,2017-10-22,7.0,7.0,24.315,IND,JAX,L 0-27,True,22,37,59.46,200,0,0,74.2,10,64,5.41,5.41,5,31,6.20,0,0,0,0,,0,0.0%,,0,0,2,0,0,0,0,0,67,100%,0,0%,0,0%,False,Jacoby Brissett,False,0,27
2017.0,2017-10-29,8.0,8.0,24.322,IND,CIN,L 23-24,True,25,39,64.10,233,2,1,86.8,4,17,5.97,5.85,1,6,6.00,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,74,100%,0,0%,0,0%,True,Jacoby Brissett,False,23,24
2017.0,2017-11-05,9.0,9.0,24.329,IND,HOU,W 20-14,True,20,30,66.67,308,2,0,122.6,3,29,10.27,11.60,2,12,6.00,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,66,100%,0,0%,0,0%,True,Jacoby Brissett,True,20,14
2017.0,2017-11-12,10.0,10.0,24.336,IND,PIT,L 17-20,True,14,24,58.33,222,2,1,99.7,3,26,9.25,9.04,4,7,1.75,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,59,100%,0,0%,0,0%,False,Jacoby Brissett,False,17,20
2017.0,2017-11-26,11.0,12.0,24.35,IND,TEN,L 16-20,True,17,29,58.62,196,0,0,79.1,8,31,6.76,6.76,3,16,5.33,0,0,0,0,,0,0.0%,,0,0,2,1,0,1,-13,0,63,100%,0,0%,0,0%,False,Jacoby Brissett,False,16,20
2017.0,2017-12-03,12.0,13.0,24.357,IND,JAX,L 10-30,True,21,36,58.33,174,1,2,56.9,4,25,4.83,2.89,6,36,6.00,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,69,100%,0,0%,0,0%,True,Jacoby Brissett,False,10,30
2017.0,2017-12-10,13.0,14.0,24.364,IND,BUF,L 7-13,True,11,22,50.00,69,1,0,72.0,1,5,3.14,4.05,3,10,3.33,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,71,100%,0,0%,0,0%,True,Jacoby Brissett,False,7,13
2017.0,2017-12-14,14.0,15.0,25.003,IND,DEN,L 13-25,True,17,30,56.67,158,0,0,71.2,1,0,5.27,5.27,5,18,3.60,1,0,0,0,,0,0.0%,,1,6,0,0,0,0,0,0,54,100%,0,0%,0,0%,False,Jacoby Brissett,False,13,25
2017.0,2017-12-23,15.0,16.0,25.012,IND,BAL,L 16-23,True,16,33,48.48,215,1,0,79.7,2,12,6.52,7.12,3,8,2.67,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,62,100%,0,0%,0,0%,True,Jacoby Brissett,False,16,23
2017.0,2017-12-31,16.0,17.0,25.02,IND,HOU,W 22-13,True,15,25,60.00,114,1,0,84.4,1,10,4.56,5.36,5,18,3.60,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,64,100%,0,0%,0,0%,False,Jacoby Brissett,True,22,13
2018.0,2018-09-09,1.0,1.0,,IND,CIN,L 23-34,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Jacoby Brissett,False,23,34
2018.0,2018-09-16,2.0,2.0,,IND,WAS,W 21-9,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Jacoby Brissett,True,21,9
2018.0,2018-09-23,3.0,3.0,25.286,IND,PHI,L 16-20,False,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,1,2%,0,0%,0,0%,True,Jacoby Brissett,False,16,20
2018.0,2018-09-30,4.0,4.0,,IND,HOU,L 34-37,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Jacoby Brissett,False,34,37
2018.0,2018-10-04,5.0,5.0,,IND,NWE,L 24-38,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Jacoby Brissett,False,24,38
2018.0,2018-10-14,6.0,6.0,,IND,NYJ,L 34-42,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Jacoby Brissett,False,34,42
2018.0,2018-10-21,7.0,7.0,25.314,IND,BUF,W 37-5,False,0,0,,0,0,0,,0,0,,,4,-4,-1.00,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,8,12%,0,0%,0,0%,False,Jacoby Brissett,True,37,5
2018.0,2018-10-28,8.0,8.0,,IND,OAK,W 42-28,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Jacoby Brissett,True,42,28
2018.0,2018-11-11,9.0,10.0,,IND,JAX,W 29-26,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Jacoby Brissett,True,29,26
2018.0,2018-11-18,10.0,11.0,25.342,IND,TEN,W 38-10,False,1,2,50.00,-2,0,0,56.2,0,0,-1.00,-1.00,3,-3,-1.00,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,8,13%,0,0%,0,0%,False,Jacoby Brissett,True,38,10
2018.0,2018-11-25,11.0,12.0,25.349,IND,MIA,W 27-24,False,1,1,100.00,4,0,0,83.3,0,0,4.00,4.00,0,0,,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,1,1%,0,0%,0,0%,False,Jacoby Brissett,True,27,24
2018.0,2018-12-02,12.0,13.0,,IND,JAX,L 0-6,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Jacoby Brissett,False,0,6
2018.0,2018-12-09,13.0,14.0,,IND,HOU,W 24-21,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Jacoby Brissett,True,24,21
2018.0,2018-12-16,14.0,15.0,,IND,DAL,W 23-0,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Jacoby Brissett,True,23,0
2018.0,2018-12-23,15.0,16.0,,IND,NYG,W 28-27,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Jacoby Brissett,True,28,27
2018.0,2018-12-30,16.0,17.0,,IND,TEN,W 33-17,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Jacoby Brissett,True,33,17
2019.0,2019-09-08,1.0,1.0,26.271,IND,LAC,L 24-30,True,21,27,77.78,190,2,0,120.7,2,17,7.04,8.52,3,9,3.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,-1,0,63,100%,0,0%,0,0%,True,Jacoby Brissett,False,24,30
2019.0,2019-09-15,2.0,2.0,26.278,IND,TEN,W 19-17,True,17,28,60.71,146,3,1,95.2,3,25,5.21,5.75,7,25,3.57,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,70,100%,0,0%,0,0%,True,Jacoby Brissett,True,19,17
2019.0,2019-09-22,3.0,3.0,26.285,IND,ATL,W 27-24,True,28,37,75.68,310,2,0,118.1,1,10,8.38,9.46,3,4,1.33,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,67,100%,0,0%,0,0%,False,Jacoby Brissett,True,27,24
2019.0,2019-09-29,4.0,4.0,26.292,IND,OAK,L 24-31,True,24,46,52.17,265,3,1,82.2,0,0,5.76,6.09,5,19,3.80,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,77,100%,0,0%,0,0%,False,Jacoby Brissett,False,24,31
2019.0,2019-10-06,5.0,5.0,26.299,IND,KAN,W 19-13,True,18,29,62.07,151,0,1,61.1,0,0,5.21,3.66,6,9,1.50,1,0,0,0,,0,0.0%,,1,6,0,0,0,0,0,0,81,100%,0,0%,0,0%,True,Jacoby Brissett,True,19,13
2019.0,2019-10-20,6.0,7.0,26.313,IND,HOU,W 30-23,True,26,39,66.67,326,4,0,126.7,1,5,8.36,10.41,5,6,1.20,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,-4,0,73,100%,0,0%,0,0%,False,Jacoby Brissett,True,30,23
2019.0,2019-10-27,7.0,8.0,26.32,IND,DEN,W 15-13,True,15,25,60.00,202,0,0,85.7,4,11,8.08,8.08,6,34,5.67,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,64,100%,0,0%,0,0%,False,Jacoby Brissett,True,15,13
2019.0,2019-11-03,8.0,9.0,26.327,IND,PIT,L 24-26,True,4,5,80.00,59,0,0,115.8,1,4,11.80,11.80,2,4,2.00,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,15,21%,0,0%,0,0%,True,Jacoby Brissett,False,24,26
2019.0,2019-11-10,9.0,10.0,,IND,MIA,L 12-16,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Jacoby Brissett,False,12,16
2019.0,2019-11-17,10.0,11.0,26.341,IND,JAX,W 33-13,True,15,24,62.50,148,1,1,76.4,3,23,6.17,5.13,2,12,6.00,1,0,0,0,,0,0.0%,,1,6,1,0,0,0,0,0,64,97%,0,0%,0,0%,False,Jacoby Brissett,True,33,13
2019.0,2019-11-21,11.0,12.0,26.345,IND,HOU,L 17-20,True,16,25,64.00,129,0,0,76.9,1,8,5.16,5.16,4,20,5.00,1,0,0,0,,0,0.0%,,1,6,0,0,0,0,0,0,67,99%,0,0%,0,0%,True,Jacoby Brissett,False,17,20
2019.0,2019-12-01,12.0,13.0,26.355,IND,TEN,L 17-31,True,25,40,62.50,319,1,2,74.9,3,10,7.98,6.23,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,70,100%,0,0%,0,0%,False,Jacoby Brissett,False,17,31
2019.0,2019-12-08,13.0,14.0,26.362,IND,TAM,L 35-38,True,19,36,52.78,251,2,0,93.6,1,8,6.97,8.08,4,26,6.50,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,63,100%,0,0%,0,0%,True,Jacoby Brissett,False,35,38
