Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2004.0,2004-12-05,12.0,13.0,23.163,ATL,TAM,L 0-27,False,0,2,0.00,0,0,1,0.0,0,0,0.00,-22.50,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Matt Schaub,False,0,27
2004.0,2004-12-12,13.0,14.0,23.17,ATL,OAK,W 35-10,False,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Matt Schaub,True,35,10
2004.0,2004-12-18,14.0,15.0,,ATL,CAR,W 34-31,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Matt Schaub,True,34,31
2004.0,2004-12-26,15.0,16.0,23.184,ATL,NOR,L 13-26,True,17,41,41.46,188,0,2,35.4,3,14,4.59,2.39,4,21,5.25,0,0,0,0,,0,0.0%,,0,0,0.0,,,,,,1,0,0,0,0,0,,,,,,,True,Matt Schaub,False,13,26
2004.0,2005-01-02,16.0,17.0,23.191,ATL,SEA,L 26-28,False,14,22,63.64,133,1,1,76.5,1,0,6.05,4.91,2,7,3.50,0,0,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Matt Schaub,False,26,28
2005.0,2005-09-12,1.0,1.0,24.079,ATL,PHI,W 14-10,False,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Matt Schaub,True,14,10
2005.0,2005-09-18,2.0,2.0,24.085,ATL,SEA,L 18-21,False,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Matt Schaub,False,18,21
2005.0,2005-09-25,3.0,3.0,24.092,ATL,BUF,W 24-16,False,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Matt Schaub,True,24,16
2005.0,2005-10-02,4.0,4.0,24.099,ATL,MIN,W 30-10,False,5,14,35.71,39,0,0,44.3,0,0,2.79,2.79,4,56,14.00,0,0,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Matt Schaub,True,30,10
2005.0,2005-10-09,5.0,5.0,24.106,ATL,NWE,L 28-31,True,18,34,52.94,298,3,0,112.1,3,14,8.76,10.53,2,3,1.50,0,0,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Matt Schaub,False,28,31
2005.0,2005-10-16,6.0,6.0,24.113,ATL,NOR,W 34-31,False,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Matt Schaub,True,34,31
2005.0,2005-10-24,7.0,7.0,24.121,ATL,NYJ,W 27-14,False,,,,,,,,0,,,,,,,,,,,,,0.0%,,0,0,0.0,,,,,,0,,,0,0,0,,,,,,,False,Matt Schaub,True,27,14
2005.0,2005-11-06,8.0,9.0,24.134,ATL,MIA,W 17-10,False,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Matt Schaub,True,17,10
2005.0,2005-11-13,9.0,10.0,24.141,ATL,GNB,L 25-33,False,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Matt Schaub,False,25,33
2005.0,2005-11-20,10.0,11.0,24.148,ATL,TAM,L 27-30,False,0,0,,0,0,0,,1,1,,,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,,,,,,1,1,0,0,0,0,,,,,,,False,Matt Schaub,False,27,30
2005.0,2005-11-24,11.0,12.0,24.152,ATL,DET,W 27-7,False,0,0,,0,0,0,,0,,,,2,7,3.50,0,0,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Matt Schaub,True,27,7
2005.0,2005-12-04,12.0,13.0,24.162,ATL,CAR,L 6-24,False,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Matt Schaub,False,6,24
2005.0,2005-12-12,13.0,14.0,24.17,ATL,NOR,W 36-17,False,1,2,50.00,48,0,0,95.8,0,0,24.00,24.00,1,10,10.00,0,0,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Matt Schaub,True,36,17
2005.0,2005-12-18,14.0,15.0,24.176,ATL,CHI,L 3-16,False,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Matt Schaub,False,3,16
2005.0,2005-12-24,15.0,16.0,24.182,ATL,TAM,L 24-27,False,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Matt Schaub,False,24,27
2005.0,2006-01-01,16.0,17.0,24.19,ATL,CAR,L 11-44,False,9,13,69.23,110,1,0,120.7,2,12,8.46,10.00,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Matt Schaub,False,11,44
2006.0,2006-09-10,1.0,1.0,25.077,ATL,CAR,W 20-6,False,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Matt Schaub,True,20,6
2006.0,2006-09-17,2.0,2.0,25.084,ATL,TAM,W 14-3,False,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Matt Schaub,True,14,3
2006.0,2006-09-25,3.0,3.0,25.092,ATL,NOR,L 3-23,False,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,0.0%,,0,0,0.0,1,0,1,0,0,0,,0,0,0,0,,,,,,,True,Matt Schaub,False,3,23
2006.0,2006-10-01,4.0,4.0,25.098,ATL,ARI,W 32-10,False,0,0,,0,0,0,,0,,,,4,0,0.00,0,0,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Matt Schaub,True,32,10
2006.0,2006-10-15,5.0,6.0,25.112,ATL,NYG,L 14-27,False,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,Matt Schaub,False,14,27
2006.0,2006-10-22,6.0,7.0,25.119,ATL,PIT,W 41-38,False,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Matt Schaub,True,41,38
2006.0,2006-10-29,7.0,8.0,25.126,ATL,CIN,W 29-27,False,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Matt Schaub,True,29,27
2006.0,2006-11-05,8.0,9.0,25.133,ATL,DET,L 14-30,False,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Matt Schaub,False,14,30
2006.0,2006-11-12,9.0,10.0,25.14,ATL,CLE,L 13-17,False,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,Matt Schaub,False,13,17
2006.0,2006-11-19,10.0,11.0,25.147,ATL,BAL,L 10-24,False,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Matt Schaub,False,10,24
2006.0,2006-11-26,11.0,12.0,25.154,ATL,NOR,L 13-31,False,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Matt Schaub,False,13,31
2006.0,2006-12-03,12.0,13.0,25.161,ATL,WAS,W 24-14,False,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Matt Schaub,True,24,14
2006.0,2006-12-10,13.0,14.0,25.168,ATL,TAM,W 17-6,False,0,0,,0,0,0,,0,,,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,1,0,0,1,-11,0,,,,,,,True,Matt Schaub,True,17,6
2006.0,2006-12-16,14.0,15.0,25.174,ATL,DAL,L 28-38,False,3,5,60.00,33,0,1,40.0,0,0,6.60,-2.40,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Matt Schaub,False,28,38
2006.0,2006-12-24,15.0,16.0,25.182,ATL,CAR,L 3-10,False,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Matt Schaub,False,3,10
2006.0,2006-12-31,16.0,17.0,25.189,ATL,PHI,L 17-24,False,15,21,71.43,175,1,1,92.4,2,8,8.33,7.14,2,21,10.50,0,0,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Matt Schaub,False,17,24
2007.0,2007-09-09,1.0,1.0,26.076,HOU,KAN,W 20-3,True,16,22,72.73,225,1,1,101.5,2,19,10.23,9.09,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,Matt Schaub,True,20,3
2007.0,2007-09-16,2.0,2.0,26.083,HOU,CAR,W 34-21,True,20,28,71.43,227,2,0,119.2,0,0,8.11,9.54,2,3,1.50,0,0,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Matt Schaub,True,34,21
2007.0,2007-09-23,3.0,3.0,26.09,HOU,IND,L 24-30,True,27,33,81.82,236,1,2,81.3,3,22,7.15,5.03,1,5,5.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,2,0,0,1,0,0,,,,,,,False,Matt Schaub,False,24,30
2007.0,2007-09-30,4.0,4.0,26.097,HOU,ATL,L 16-26,True,28,40,70.00,317,1,0,101.8,1,6,7.93,8.43,5,19,3.80,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,2,1,0,0,-6,0,,,,,,,True,Matt Schaub,False,16,26
2007.0,2007-10-07,5.0,5.0,26.104,HOU,MIA,W 22-19,True,20,34,58.82,294,0,1,74.9,2,16,8.65,7.32,3,6,2.00,0,0,0,0,,0,0.0%,,0,0,0.0,,,,,,1,1,0,0,0,0,,,,,,,False,Matt Schaub,True,22,19
2007.0,2007-10-14,6.0,6.0,26.111,HOU,JAX,L 17-37,True,19,31,61.29,259,0,1,74.5,2,12,8.35,6.90,2,6,3.00,0,0,0,0,,0,0.0%,,0,0,0.0,,,,,,1,1,0,0,0,0,,,,,,,True,Matt Schaub,False,17,37
2007.0,2007-10-21,7.0,7.0,26.118,HOU,TEN,L 36-38,True,5,9,55.56,23,0,0,60.9,2,19,2.56,2.56,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,False,Matt Schaub,False,36,38
2007.0,2007-10-28,8.0,8.0,26.125,HOU,SDG,L 10-35,True,11,18,61.11,77,0,2,31.2,0,0,4.28,-0.72,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Matt Schaub,False,10,35
2007.0,2007-11-04,9.0,9.0,,HOU,OAK,W 24-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Matt Schaub,True,24,17
2007.0,2007-11-18,10.0,11.0,26.146,HOU,NOR,W 23-10,True,21,33,63.64,293,2,0,112.3,1,6,8.88,10.09,2,7,3.50,0,0,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,False,Matt Schaub,True,23,10
2007.0,2007-11-25,11.0,12.0,26.153,HOU,CLE,L 17-27,True,22,36,61.11,256,2,2,78.0,2,19,7.11,5.72,1,7,7.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,Matt Schaub,False,17,27
2007.0,2007-12-02,12.0,13.0,26.16,HOU,TEN,L 20-28,True,3,5,60.00,34,0,0,80.4,1,7,6.80,6.80,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,,,,,,0,,0,0,0,0,,,,,,,True,Matt Schaub,False,20,28
2007.0,2007-12-09,13.0,14.0,,HOU,TAM,W 28-14,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Matt Schaub,True,28,14
2007.0,2007-12-13,14.0,15.0,,HOU,DEN,W 31-13,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Matt Schaub,True,31,13
2007.0,2007-12-23,15.0,16.0,,HOU,IND,L 15-38,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Matt Schaub,False,15,38
2007.0,2007-12-30,16.0,17.0,,HOU,JAX,W 42-28,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Matt Schaub,True,42,28
2008.0,2008-09-07,1.0,1.0,27.074,HOU,PIT,L 17-38,True,25,33,75.76,202,1,2,75.6,5,43,6.12,4.00,2,4,2.00,1,0,0,0,,0,0.0%,,1,6,0.0,0,0,0,,,1,1,0,0,0,0,,,,,,,True,Matt Schaub,False,17,38
2008.0,2008-09-21,2.0,3.0,27.088,HOU,TEN,L 12-31,True,17,37,45.95,188,0,3,27.8,3,17,5.08,1.43,3,12,4.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,2,0,0,1,-2,0,,,,,,,True,Matt Schaub,False,12,31
2008.0,2008-09-28,3.0,4.0,27.095,HOU,JAX,L 27-30,True,29,40,72.50,307,3,0,119.5,0,0,7.68,9.18,5,24,4.80,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,True,Matt Schaub,False,27,30
2008.0,2008-10-05,4.0,5.0,,HOU,IND,L 27-31,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Matt Schaub,False,27,31
2008.0,2008-10-12,5.0,6.0,27.109,HOU,MIA,W 29-28,True,22,42,52.38,379,1,2,71.4,1,8,9.02,7.36,4,15,3.75,1,0,0,0,,0,0.0%,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Matt Schaub,True,29,28
2008.0,2008-10-19,6.0,7.0,27.116,HOU,DET,W 28-21,True,26,31,83.87,267,2,0,124.1,3,13,8.61,9.90,2,1,0.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,2,1,0,1,-2,0,,,,,,,False,Matt Schaub,True,28,21
2008.0,2008-10-26,7.0,8.0,27.123,HOU,CIN,W 35-6,True,24,28,85.71,280,3,0,144.0,1,5,10.00,12.14,4,-2,-0.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Matt Schaub,True,35,6
2008.0,2008-11-02,8.0,9.0,27.13,HOU,MIN,L 21-28,True,11,16,68.75,139,0,1,69.5,3,20,8.69,5.88,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,2,1,0,0,0,0,,,,,,,True,Matt Schaub,False,21,28
2008.0,2008-11-09,9.0,10.0,,HOU,BAL,L 13-41,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Matt Schaub,False,13,41
2008.0,2008-11-16,10.0,11.0,,HOU,IND,L 27-33,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Matt Schaub,False,27,33
2008.0,2008-11-23,11.0,12.0,,HOU,CLE,W 16-6,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Matt Schaub,True,16,6
