Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2019,2019-11-24,11,12,,DEN,@,BUF,L 3-20,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Drew Lock
2019,2019-12-01,12,13,23.021,DEN,,LAC,W 23-20,True,18,28,64.29,134,2,1,84.5,0,0,4.79,4.61,3,15,5.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,56,100%,0,0%,0,0%,False,Drew Lock
2019,2019-12-08,13,14,23.028,DEN,@,HOU,W 38-24,True,22,27,81.48,309,3,1,136.0,1,8,11.44,12.00,3,15,5.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,59,100%,0,0%,0,0%,True,Drew Lock
2019,2019-12-15,14,15,23.035,DEN,@,KAN,L 3-23,True,18,40,45.00,208,0,1,50.8,2,9,5.20,4.08,2,3,1.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,1,0,0,0,-4,0,59,100%,0,0%,0,0%,True,Drew Lock
2019,2019-12-22,15,16,23.042,DEN,,DET,W 27-17,True,25,33,75.76,192,1,0,99.6,0,0,5.82,6.42,4,10,2.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,71,100%,0,0%,0,0%,False,Drew Lock
2019,2019-12-29,16,17,23.049,DEN,,OAK,W 16-15,True,17,28,60.71,177,1,0,90.9,2,9,6.32,7.04,6,29,4.83,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,2,1,0,0,0,0,61,100%,0,0%,0,0%,False,Drew Lock
2020,2020-09-14,1,1,23.309,DEN,,TEN,L 14-16,True,22,33,66.67,216,1,0,95.0,0,0,6.55,7.15,3,5,1.67,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,2,0,0,2,-1,0,59,100%,0,0%,0,0%,False,Drew Lock
2020,2020-09-20,2,2,23.315,DEN,@,PIT,L 21-26,True,1,5,20.00,20,0,0,43.7,1,8,4.00,4.00,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,13,17%,0,0%,0,0%,True,Drew Lock
2020,2020-09-27,3,3,,DEN,,TAM,L 10-28,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Drew Lock
2020,2020-10-01,4,4,,DEN,@,NYJ,W 37-28,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Drew Lock
2020,2020-10-18,5,6,23.343,DEN,@,NWE,W 18-12,True,10,24,41.67,189,0,2,34.9,2,25,7.88,4.13,5,-1,-0.20,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,64,100%,0,0%,0,0%,True,Drew Lock
2020,2020-10-25,6,7,23.350,DEN,,KAN,L 16-43,True,24,40,60.00,254,0,2,57.7,3,20,6.35,4.10,3,8,2.67,1,0,0,0,,0,0.0%,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,76,99%,0,0%,0,0%,False,Drew Lock
2020,2020-11-01,7,8,23.357,DEN,,LAC,W 31-30,True,26,41,63.41,248,3,1,94.4,2,5,6.05,6.41,2,-1,-0.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,65,100%,0,0%,0,0%,False,Drew Lock
2020,2020-11-08,8,9,23.364,DEN,@,ATL,L 27-34,True,25,48,52.08,313,2,1,77.9,1,11,6.52,6.42,7,47,6.71,1,0,0,0,,0,0.0%,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,73,100%,0,0%,0,0%,True,Drew Lock
2020,2020-11-15,9,10,24.005,DEN,@,LVR,L 12-37,True,23,47,48.94,257,1,4,37.3,2,10,5.47,2.06,2,7,3.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,71,100%,0,0%,0,0%,True,Drew Lock
2020,2020-11-22,10,11,24.012,DEN,,MIA,W 20-13,True,18,30,60.00,270,0,1,75.7,0,0,9.00,7.50,2,23,11.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,65,100%,0,0%,0,0%,False,Drew Lock
2020,2020-11-29,11,12,,DEN,,NOR,L 3-31,True,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,False,Drew Lock
2020,2020-12-06,12,13,24.026,DEN,@,KAN,L 16-22,True,15,28,53.57,151,2,2,63.2,0,0,5.39,3.61,2,9,4.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,66,100%,0,0%,0,0%,True,Drew Lock
2020,2020-12-13,13,14,24.033,DEN,@,CAR,W 32-27,True,21,27,77.78,280,4,0,149.5,1,11,10.37,13.33,6,4,0.67,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,2,1,0,1,-4,0,61,100%,0,0%,0,0%,True,Drew Lock
2020,2020-12-19,14,15,24.039,DEN,,BUF,L 19-48,True,20,32,62.50,132,1,0,81.8,3,17,4.13,4.75,5,37,7.40,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,64,100%,0,0%,0,0%,False,Drew Lock
2020,2020-12-27,15,16,24.047,DEN,@,LAC,L 16-19,True,24,47,51.06,264,0,2,50.3,2,1,5.62,3.70,5,15,3.00,1,0,0,0,,0,0.0%,,1,6,0.0,0,0,0,0,0,0,0,0,0,0,0,77,100%,0,0%,0,0%,True,Drew Lock
2020,2021-01-03,16,17,24.054,DEN,,LVR,L 31-32,True,25,41,60.98,339,2,0,103.6,2,15,8.27,9.24,2,7,3.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,81,100%,0,0%,0,0%,False,Drew Lock
2021,2021-09-12,1,1,,DEN,@,NYG,W 27-13,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Drew Lock
2021,2021-09-19,2,2,,DEN,@,JAX,W 23-13,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Drew Lock
2021,2021-09-26,3,3,,DEN,,NYJ,W 26-0,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Drew Lock
2021,2021-10-03,4,4,24.327,DEN,,BAL,L 7-23,False,12,21,57.14,113,0,1,52.3,3,15,5.38,3.24,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,30,49%,0,0%,0,0%,False,Drew Lock
2021,2021-10-10,5,5,,DEN,@,PIT,L 19-27,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Drew Lock
2021,2021-10-17,6,6,,DEN,,LVR,L 24-34,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Drew Lock
2021,2021-10-21,7,7,,DEN,@,CLE,L 14-17,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Drew Lock
2021,2021-10-31,8,8,,DEN,,WAS,W 17-10,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Drew Lock
2021,2021-11-07,9,9,,DEN,@,DAL,W 30-16,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Drew Lock
2021,2021-11-14,10,10,,DEN,,PHI,L 13-30,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Drew Lock
2021,2021-11-28,11,12,25.018,DEN,,LAC,W 28-13,False,4,7,57.14,26,0,1,25.6,1,0,3.71,-2.71,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,19,31%,0,0%,0,0%,False,Drew Lock
2021,2021-12-05,12,13,,DEN,@,KAN,L 9-22,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Drew Lock
2021,2021-12-12,13,14,,DEN,,DET,W 38-10,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Drew Lock
2021,2021-12-19,14,15,25.039,DEN,,CIN,L 10-15,False,6,12,50.00,88,1,0,102.1,1,9,7.33,9.00,1,-2,-2.00,0,0,0,0,,0,0.0%,,0,0,0.0,1,0,1,0,0,1,1,0,0,0,0,32,43%,0,0%,0,0%,False,Drew Lock
2021,2021-12-26,15,16,25.046,DEN,@,LVR,L 13-17,True,15,22,68.18,153,0,0,87.9,2,13,6.95,6.95,2,10,5.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,42,100%,0,0%,0,0%,True,Drew Lock
2021,2022-01-02,16,17,25.053,DEN,@,LAC,L 13-34,True,18,25,72.00,245,1,0,116.2,1,10,9.80,10.60,3,10,3.33,0,1,1,1,1.00,0,100.0%,1.00,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,57,95%,0,0%,0,0%,True,Drew Lock
2021,2022-01-08,17,18,25.059,DEN,,KAN,L 24-28,True,12,24,50.00,162,0,0,71.9,1,5,6.75,6.75,4,35,8.75,2,0,0,0,,0,0.0%,,2,12,0.0,0,0,0,0,0,0,0,0,0,0,0,54,100%,0,0%,0,0%,False,Drew Lock
,24 Games,,,,,,,9-15-0,False,421,710,59.30,4740,25,20,79.3,33,201,6.68,6.11,72,285,3.96,5,1,1,1,1.00,0,100.0%,1.00,5,30,0.0,1,0,1,0,0,13,5,0,5,-9,0,,,,,,,False,Drew Lock
