Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2004.0,2004-11-28,11.0,12.0,,SDG,KAN,W 34-31,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Philip Rivers,True,34,31
2004.0,2004-12-05,12.0,13.0,,SDG,DEN,W 20-17,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Philip Rivers,True,20,17
2004.0,2004-12-12,13.0,14.0,,SDG,TAM,W 31-24,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Philip Rivers,True,31,24
2004.0,2004-12-19,14.0,15.0,,SDG,CLE,W 21-0,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Philip Rivers,True,21,0
2004.0,2004-12-26,15.0,16.0,,SDG,IND,L 31-34,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Philip Rivers,False,31,34
2004.0,2005-01-02,16.0,17.0,23.025,SDG,KAN,W 24-17,False,5,8,62.50,33,1,0,110.9,1,10,4.13,6.63,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,0,0,,,,,,,False,Philip Rivers,True,24,17
2005.0,2005-09-11,1.0,1.0,,SDG,DAL,L 24-28,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Philip Rivers,False,24,28
2005.0,2005-09-18,2.0,2.0,,SDG,DEN,L 17-20,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Philip Rivers,False,17,20
2005.0,2005-09-25,3.0,3.0,,SDG,NYG,W 45-23,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Philip Rivers,True,45,23
2005.0,2005-10-02,4.0,4.0,,SDG,NWE,W 41-17,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Philip Rivers,True,41,17
2005.0,2005-10-10,5.0,5.0,,SDG,PIT,L 22-24,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Philip Rivers,False,22,24
2005.0,2005-10-16,6.0,6.0,,SDG,OAK,W 27-14,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Philip Rivers,True,27,14
2005.0,2005-10-23,7.0,7.0,,SDG,PHI,L 17-20,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Philip Rivers,False,17,20
2005.0,2005-10-30,8.0,8.0,,SDG,KAN,W 28-20,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Philip Rivers,True,28,20
2005.0,2005-11-06,9.0,9.0,,SDG,NYJ,W 31-26,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Philip Rivers,True,31,26
2005.0,2005-11-20,10.0,11.0,23.347,SDG,BUF,W 48-10,False,0,0,,0,0,0,,0,,,,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,False,Philip Rivers,True,48,10
2005.0,2005-11-27,11.0,12.0,,SDG,WAS,W 23-17,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Philip Rivers,True,23,17
2005.0,2005-12-04,12.0,13.0,,SDG,OAK,W 34-10,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Philip Rivers,True,34,10
2005.0,2005-12-11,13.0,14.0,,SDG,MIA,L 21-23,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Philip Rivers,False,21,23
2005.0,2005-12-18,14.0,15.0,,SDG,IND,W 26-17,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Philip Rivers,True,26,17
2005.0,2005-12-24,15.0,16.0,,SDG,KAN,L 7-20,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Philip Rivers,False,7,20
2005.0,2005-12-31,16.0,17.0,24.023,SDG,DEN,L 7-23,False,12,22,54.55,115,0,1,50.4,3,16,5.23,3.18,0,0,,0,0,0,0,,0,0.0%,,0,0,2,0,0,0,0,0,,,,,,,False,Philip Rivers,False,7,23
2006.0,2006-09-11,1.0,1.0,24.277,SDG,OAK,W 27-0,True,8,11,72.73,108,1,0,133.9,0,0,9.82,11.64,3,2,0.67,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,-7,0,,,,,,,True,Philip Rivers,True,27,0
2006.0,2006-09-17,2.0,2.0,24.283,SDG,TEN,W 40-7,True,25,35,71.43,235,1,0,99.1,0,0,6.71,7.29,3,10,3.33,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,False,Philip Rivers,True,40,7
2006.0,2006-10-01,3.0,4.0,24.297,SDG,BAL,L 13-16,True,13,22,59.09,145,1,1,75.0,1,11,6.59,5.45,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,-1,0,,,,,,,True,Philip Rivers,False,13,16
2006.0,2006-10-08,4.0,5.0,24.304,SDG,PIT,W 23-13,True,24,37,64.86,242,2,1,90.1,4,20,6.54,6.41,6,24,4.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,False,Philip Rivers,True,23,13
2006.0,2006-10-15,5.0,6.0,24.311,SDG,SFO,W 48-19,True,29,39,74.36,334,2,0,116.8,0,0,8.56,9.59,2,2,1.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,True,Philip Rivers,True,48,19
2006.0,2006-10-22,6.0,7.0,24.318,SDG,KAN,L 27-30,True,25,43,58.14,266,2,1,82.1,4,15,6.19,6.07,2,2,1.00,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,,,,,,,True,Philip Rivers,False,27,30
2006.0,2006-10-29,7.0,8.0,24.325,SDG,STL,W 38-24,True,15,23,65.22,206,1,0,108.2,1,3,8.96,9.83,4,4,1.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,False,Philip Rivers,True,38,24
2006.0,2006-11-05,8.0,9.0,24.332,SDG,CLE,W 32-25,True,19,28,67.86,211,0,0,90.0,3,20,7.54,7.54,3,-3,-1.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,-4,0,,,,,,,False,Philip Rivers,True,32,25
2006.0,2006-11-12,9.0,10.0,24.339,SDG,CIN,W 49-41,True,24,36,66.67,338,3,0,124.5,3,14,9.39,11.06,3,2,0.67,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,True,Philip Rivers,True,49,41
2006.0,2006-11-19,10.0,11.0,24.346,SDG,DEN,W 35-27,True,19,26,73.08,222,2,2,92.1,1,5,8.54,6.62,2,1,0.50,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,True,Philip Rivers,True,35,27
2006.0,2006-11-26,11.0,12.0,24.353,SDG,OAK,W 21-14,True,14,31,45.16,133,0,1,44.2,1,2,4.29,2.84,5,-1,-0.20,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,False,Philip Rivers,True,21,14
2006.0,2006-12-03,12.0,13.0,24.36,SDG,BUF,W 24-21,True,17,29,58.62,160,1,0,85.4,3,22,5.52,6.21,2,-1,-0.50,0,0,0,0,,0,0.0%,,0,0,3,1,0,1,-3,0,,,,,,,True,Philip Rivers,True,24,21
2006.0,2006-12-10,13.0,14.0,25.002,SDG,DEN,W 48-20,True,15,23,65.22,279,2,0,136.0,1,3,12.13,13.87,3,1,0.33,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,False,Philip Rivers,True,48,20
2006.0,2006-12-17,14.0,15.0,25.009,SDG,KAN,W 20-9,True,8,23,34.78,97,0,2,12.4,2,9,4.22,0.30,4,-2,-0.50,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,False,Philip Rivers,True,20,9
2006.0,2006-12-24,15.0,16.0,25.016,SDG,SEA,W 20-17,True,10,30,33.33,181,2,0,77.2,1,9,6.03,7.37,4,6,1.50,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,-10,0,,,,,,,True,Philip Rivers,True,20,17
2006.0,2006-12-31,16.0,17.0,25.023,SDG,ARI,W 27-20,True,19,24,79.17,231,2,1,117.2,2,11,9.63,9.42,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,False,Philip Rivers,True,27,20
2007.0,2007-09-09,1.0,1.0,25.275,SDG,CHI,W 14-3,True,22,31,70.97,190,0,1,73.3,3,21,6.13,4.68,5,-1,-0.20,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,-1,0,,,,,,,False,Philip Rivers,True,14,3
2007.0,2007-09-16,2.0,2.0,25.282,SDG,NWE,L 14-38,True,19,30,63.33,179,2,2,74.2,3,30,5.97,4.30,1,6,6.00,0,0,0,0,,0,0.0%,,0,0,2,1,0,0,0,0,,,,,,,True,Philip Rivers,False,14,38
2007.0,2007-09-23,3.0,3.0,25.289,SDG,GNB,L 24-31,True,27,36,75.00,306,3,1,116.2,2,15,8.50,8.92,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,0,0,,,,,,,True,Philip Rivers,False,24,31
2007.0,2007-09-30,4.0,4.0,25.296,SDG,KAN,L 16-30,True,21,42,50.00,211,0,2,44.8,1,11,5.02,2.88,0,0,,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,,,,,,,False,Philip Rivers,False,16,30
2007.0,2007-10-07,5.0,5.0,25.303,SDG,DEN,W 41-3,True,13,18,72.22,270,2,0,151.4,0,0,15.00,17.22,2,-3,-1.50,1,0,0,0,,0,0.0%,,1,6,0,,0,0,0,0,,,,,,,True,Philip Rivers,True,41,3
2007.0,2007-10-14,6.0,6.0,25.31,SDG,OAK,W 28-14,True,14,21,66.67,156,0,1,68.8,0,0,7.43,5.29,2,1,0.50,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,False,Philip Rivers,True,28,14
2007.0,2007-10-28,7.0,8.0,25.324,SDG,HOU,W 35-10,True,7,11,63.64,130,3,0,143.9,1,2,11.82,17.27,4,5,1.25,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,False,Philip Rivers,True,35,10
2007.0,2007-11-04,8.0,9.0,25.331,SDG,MIN,L 17-35,True,19,42,45.24,197,0,1,49.4,1,10,4.69,3.62,3,5,1.67,0,0,0,0,,0,0.0%,,0,0,3,1,0,2,-2,0,,,,,,,True,Philip Rivers,False,17,35
2007.0,2007-11-11,9.0,10.0,25.338,SDG,IND,W 23-21,True,13,24,54.17,104,0,2,30.6,2,18,4.33,0.58,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,2,1,0,1,-1,0,,,,,,,False,Philip Rivers,True,23,21
2007.0,2007-11-18,10.0,11.0,25.345,SDG,JAX,L 17-24,True,22,40,55.00,309,1,2,67.6,0,0,7.73,5.98,2,16,8.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,True,Philip Rivers,False,17,24
2007.0,2007-11-25,11.0,12.0,25.352,SDG,BAL,W 32-14,True,25,35,71.43,249,3,0,119.8,0,0,7.11,8.83,2,3,1.50,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,False,Philip Rivers,True,32,14
2007.0,2007-12-02,12.0,13.0,25.359,SDG,KAN,W 24-10,True,10,21,47.62,157,1,1,68.9,3,18,7.48,6.29,2,-2,-1.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,True,Philip Rivers,True,24,10
2007.0,2007-12-09,13.0,14.0,26.001,SDG,TEN,W 23-17,True,21,40,52.50,228,2,2,65.4,4,28,5.70,4.45,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,True,Philip Rivers,True,23,17
2007.0,2007-12-16,14.0,15.0,26.008,SDG,DET,W 51-14,True,14,21,66.67,142,1,0,101.7,0,0,6.76,7.71,0,0,,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,False,Philip Rivers,True,51,14
2007.0,2007-12-24,15.0,16.0,26.016,SDG,DEN,W 23-3,True,17,25,68.00,189,1,0,103.6,1,3,7.56,8.36,0,0,,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,False,Philip Rivers,True,23,3
2007.0,2007-12-30,16.0,17.0,26.022,SDG,OAK,W 30-17,True,13,23,56.52,135,2,0,102.6,1,7,5.87,7.61,3,2,0.67,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,,,,,,,True,Philip Rivers,True,30,17
2008.0,2008-09-07,1.0,1.0,26.274,SDG,CAR,L 24-26,True,17,27,62.96,217,3,0,125.1,1,6,8.04,10.26,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,False,Philip Rivers,False,24,26
2008.0,2008-09-14,2.0,2.0,26.281,SDG,DEN,L 38-39,True,21,33,63.64,377,3,1,120.4,1,1,11.42,11.88,0,0,,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,True,Philip Rivers,False,38,39
