Year,Date,G#,Week,Age,Tm,Opp,GS,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2004,2004-12-12,13,14,,CLE,BUF,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,7,37,Kellen Winslow
2004,2004-12-19,14,15,,CLE,SDG,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,0,21,Kellen Winslow
2004,2004-12-26,15,16,,CLE,MIA,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,7,10,Kellen Winslow
2004,2005-01-02,16,17,,CLE,HOU,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,True,22,14,Kellen Winslow
2006,2006-09-10,1,1,23.051,CLE,NOR,True,9,8,63,7.88,1,88.9%,7.00,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,False,14,19,Kellen Winslow
2006,2006-09-17,2,2,23.058,CLE,CIN,True,7,4,42,10.50,0,57.1%,6.00,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,17,34,Kellen Winslow
2006,2006-09-24,3,3,23.065,CLE,BAL,True,8,7,92,13.14,0,87.5%,11.50,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,14,15,Kellen Winslow
2006,2006-10-01,4,4,23.072,CLE,OAK,True,4,3,31,10.33,1,75.0%,7.75,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,True,True,24,21,Kellen Winslow
2006,2006-10-08,5,5,23.079,CLE,CAR,True,9,8,55,6.88,0,88.9%,6.11,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,12,20,Kellen Winslow
2006,2006-10-22,6,7,23.093,CLE,DEN,True,6,3,34,11.33,0,50.0%,5.67,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,7,17,Kellen Winslow
2006,2006-10-29,7,8,23.100,CLE,NYJ,True,10,7,76,10.86,1,70.0%,7.60,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,True,20,13,Kellen Winslow
2006,2006-11-05,8,9,23.107,CLE,SDG,True,13,11,78,7.09,0,84.6%,6.00,0,0,,0,,0,0,1,0,0,0,0,0,,,,,,,True,False,25,32,Kellen Winslow
2006,2006-11-12,9,10,23.114,CLE,ATL,True,6,5,90,18.00,0,83.3%,15.00,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,True,17,13,Kellen Winslow
2006,2006-11-19,10,11,23.121,CLE,PIT,True,6,4,36,9.00,0,66.7%,6.00,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,20,24,Kellen Winslow
2006,2006-11-26,11,12,23.128,CLE,CIN,True,8,6,52,8.67,0,75.0%,6.50,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,0,30,Kellen Winslow
2006,2006-12-03,12,13,23.135,CLE,KAN,True,3,1,26,26.00,0,33.3%,8.67,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,True,31,28,Kellen Winslow
2006,2006-12-07,13,14,23.139,CLE,PIT,True,6,4,19,4.75,0,66.7%,3.17,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,7,27,Kellen Winslow
2006,2006-12-17,14,15,23.149,CLE,BAL,True,6,5,61,12.20,0,83.3%,10.17,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,17,27,Kellen Winslow
2006,2006-12-24,15,16,23.156,CLE,TAM,True,6,2,27,13.50,0,33.3%,4.50,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,7,22,Kellen Winslow
2006,2006-12-31,16,17,23.163,CLE,HOU,True,13,11,93,8.45,0,84.6%,7.15,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,6,14,Kellen Winslow
2007,2007-09-09,1,1,24.050,CLE,PIT,True,9,4,83,20.75,0,44.4%,9.22,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,7,34,Kellen Winslow
2007,2007-09-16,2,2,24.057,CLE,CIN,True,7,6,100,16.67,1,85.7%,14.29,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,True,51,45,Kellen Winslow
2007,2007-09-23,3,3,24.064,CLE,OAK,True,10,6,88,14.67,0,60.0%,8.80,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,24,26,Kellen Winslow
2007,2007-09-30,4,4,24.071,CLE,BAL,False,6,4,96,24.00,0,66.7%,16.00,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,True,27,13,Kellen Winslow
2007,2007-10-07,5,5,24.078,CLE,NWE,True,12,4,49,12.25,1,33.3%,4.08,0,0,,0,,1,6,1,1,0,0,0,0,,,,,,,True,False,17,34,Kellen Winslow
2007,2007-10-14,6,6,24.085,CLE,MIA,True,6,5,90,18.00,0,83.3%,15.00,0,0,,0,,0,0,1,0,0,0,0,0,,,,,,,False,True,41,31,Kellen Winslow
2007,2007-10-28,7,8,24.099,CLE,STL,True,4,2,26,13.00,1,50.0%,6.50,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,True,True,27,20,Kellen Winslow
2007,2007-11-04,8,9,24.106,CLE,SEA,True,18,11,125,11.36,0,61.1%,6.94,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,True,33,30,Kellen Winslow
2007,2007-11-11,9,10,24.113,CLE,PIT,True,13,5,46,9.20,1,38.5%,3.54,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,True,False,28,31,Kellen Winslow
2007,2007-11-18,10,11,24.120,CLE,BAL,False,7,5,64,12.80,0,71.4%,9.14,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,True,33,30,Kellen Winslow
2007,2007-11-25,11,12,24.127,CLE,HOU,True,10,10,107,10.70,1,100.0%,10.70,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,True,27,17,Kellen Winslow
2007,2007-12-02,12,13,24.134,CLE,ARI,True,8,3,35,11.67,0,37.5%,4.38,0,0,,0,1,0,2,0,,0,0,0,0,,,,,,,True,False,21,27,Kellen Winslow
2007,2007-12-09,13,14,24.141,CLE,NYJ,True,8,4,34,8.50,0,50.0%,4.25,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,True,24,18,Kellen Winslow
2007,2007-12-16,14,15,24.148,CLE,BUF,True,9,2,28,14.00,0,22.2%,3.11,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,True,8,0,Kellen Winslow
2007,2007-12-23,15,16,24.155,CLE,CIN,True,12,7,73,10.43,0,58.3%,6.08,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,14,19,Kellen Winslow
2007,2007-12-30,16,17,24.162,CLE,SFO,True,9,4,62,15.50,0,44.4%,6.89,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,True,20,7,Kellen Winslow
2008,2008-09-07,1,1,25.048,CLE,DAL,True,6,5,47,9.40,1,83.3%,7.83,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,False,10,28,Kellen Winslow
2008,2008-09-14,2,2,25.055,CLE,PIT,True,11,7,55,7.86,0,63.6%,5.00,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,6,10,Kellen Winslow
2008,2008-09-21,3,3,25.062,CLE,BAL,True,13,2,14,7.00,0,15.4%,1.08,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,10,28,Kellen Winslow
2008,2008-09-28,4,4,25.069,CLE,CIN,True,8,5,54,10.80,0,62.5%,6.75,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,True,20,12,Kellen Winslow
2008,2008-10-13,5,6,,CLE,NYG,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,35,14,Kellen Winslow
2008,2008-10-19,6,7,25.090,CLE,WAS,False,6,2,17,8.50,0,33.3%,2.83,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,11,14,Kellen Winslow
2008,2008-10-26,7,8,,CLE,JAX,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,23,17,Kellen Winslow
2008,2008-11-02,8,9,25.104,CLE,BAL,True,7,5,64,12.80,0,71.4%,9.14,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,27,37,Kellen Winslow
2008,2008-11-06,9,10,25.108,CLE,DEN,True,14,10,111,11.10,2,71.4%,7.93,0,0,,0,,2,12,1,1,0,0,0,0,,,,,,,False,False,30,34,Kellen Winslow
2008,2008-11-17,10,11,25.119,CLE,BUF,True,9,3,40,13.33,0,33.3%,4.44,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,True,29,27,Kellen Winslow
2008,2008-11-23,11,12,25.125,CLE,HOU,False,5,1,11,11.00,0,20.0%,2.20,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,6,16,Kellen Winslow
2008,2008-11-30,12,13,25.132,CLE,IND,True,4,3,15,5.00,0,75.0%,3.75,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,6,10,Kellen Winslow
2008,2008-12-07,13,14,,CLE,TEN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,9,28,Kellen Winslow
2008,2008-12-15,14,15,,CLE,PHI,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,10,30,Kellen Winslow
2008,2008-12-21,15,16,,CLE,CIN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,0,14,Kellen Winslow
2008,2008-12-28,16,17,,CLE,PIT,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,0,31,Kellen Winslow
2009,2009-09-13,1,1,26.054,TAM,DAL,True,9,5,30,6.00,1,55.6%,3.33,1,7,7.00,0,,1,6,0,,0,0,0,0,,,,,,,False,False,21,34,Kellen Winslow
2009,2009-09-20,2,2,26.061,TAM,BUF,True,10,7,90,12.86,1,70.0%,9.00,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,True,False,20,33,Kellen Winslow
2009,2009-09-27,3,3,26.068,TAM,NYG,True,8,3,14,4.67,0,37.5%,1.75,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,0,24,Kellen Winslow
2009,2009-10-04,4,4,26.075,TAM,WAS,True,3,2,21,10.50,0,66.7%,7.00,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,13,16,Kellen Winslow
2009,2009-10-11,5,5,26.082,TAM,PHI,True,12,9,102,11.33,2,75.0%,8.50,0,0,,0,,2,12,0,,0,0,0,0,,,,,,,True,False,14,33,Kellen Winslow
2009,2009-10-18,6,6,26.089,TAM,CAR,True,4,3,29,9.67,0,75.0%,7.25,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,21,28,Kellen Winslow
2009,2009-10-25,7,7,26.096,TAM,NWE,True,4,2,9,4.50,0,50.0%,2.25,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,7,35,Kellen Winslow
2009,2009-11-08,8,9,26.110,TAM,GNB,True,5,4,57,14.25,1,80.0%,11.40,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,True,38,28,Kellen Winslow
2009,2009-11-15,9,10,26.117,TAM,MIA,False,12,7,102,14.57,0,58.3%,8.50,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,23,25,Kellen Winslow
2009,2009-11-22,10,11,26.124,TAM,NOR,True,13,5,29,5.80,0,38.5%,2.23,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,7,38,Kellen Winslow
2009,2009-11-29,11,12,26.131,TAM,ATL,True,8,7,81,11.57,0,87.5%,10.13,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,17,20,Kellen Winslow
2009,2009-12-06,12,13,26.138,TAM,CAR,True,6,4,69,17.25,0,66.7%,11.50,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,6,16,Kellen Winslow
2009,2009-12-13,13,14,26.145,TAM,NYJ,True,9,4,26,6.50,0,44.4%,2.89,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,3,26,Kellen Winslow
2009,2009-12-20,14,15,26.152,TAM,SEA,False,8,6,93,15.50,0,75.0%,11.63,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,True,24,7,Kellen Winslow
2009,2009-12-27,15,16,26.159,TAM,NOR,True,8,4,76,19.00,0,50.0%,9.50,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,True,20,17,Kellen Winslow
2009,2010-01-03,16,17,26.166,TAM,ATL,True,8,5,56,11.20,0,62.5%,7.00,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,10,20,Kellen Winslow
2010,2010-09-12,1,1,27.053,TAM,CLE,True,6,4,32,8.00,0,66.7%,5.33,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,True,17,14,Kellen Winslow
2010,2010-09-19,2,2,27.060,TAM,CAR,False,4,4,83,20.75,0,100.0%,20.75,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,True,20,7,Kellen Winslow
2010,2010-09-26,3,3,27.067,TAM,PIT,False,6,3,24,8.00,0,50.0%,4.00,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,13,38,Kellen Winslow
2010,2010-10-10,4,5,27.081,TAM,CIN,True,9,6,75,12.50,0,66.7%,8.33,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,True,24,21,Kellen Winslow
2010,2010-10-17,5,6,27.088,TAM,NOR,True,10,7,43,6.14,0,70.0%,4.30,0,0,,0,,0,0,1,0,0,0,0,0,,,,,,,False,False,6,31,Kellen Winslow
2010,2010-10-24,6,7,27.095,TAM,STL,True,10,5,44,8.80,0,50.0%,4.40,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,True,18,17,Kellen Winslow
2010,2010-10-31,7,8,27.102,TAM,ARI,False,2,1,5,5.00,0,50.0%,2.50,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,True,38,35,Kellen Winslow
2010,2010-11-07,8,9,27.109,TAM,ATL,True,4,3,31,10.33,0,75.0%,7.75,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,21,27,Kellen Winslow
2010,2010-11-14,9,10,27.116,TAM,CAR,True,6,6,65,10.83,1,100.0%,10.83,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,True,31,16,Kellen Winslow
2010,2010-11-21,10,11,27.123,TAM,SFO,True,8,4,34,8.50,0,50.0%,4.25,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,True,21,0,Kellen Winslow
2010,2010-11-28,11,12,27.130,TAM,BAL,True,9,4,44,11.00,1,44.4%,4.89,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,True,False,10,17,Kellen Winslow
2010,2010-12-05,12,13,27.137,TAM,ATL,False,4,3,26,8.67,0,75.0%,6.50,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,24,28,Kellen Winslow
2010,2010-12-12,13,14,27.144,TAM,WAS,True,4,2,52,26.00,1,50.0%,13.00,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,True,True,17,16,Kellen Winslow
2010,2010-12-19,14,15,27.151,TAM,DET,True,6,4,46,11.50,0,66.7%,7.67,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,20,23,Kellen Winslow
2010,2010-12-26,15,16,27.158,TAM,SEA,False,7,7,98,14.00,2,100.0%,14.00,0,0,,0,,2,12,0,,0,0,0,0,,,,,,,False,True,38,15,Kellen Winslow
2010,2011-01-02,16,17,27.165,TAM,NOR,True,3,3,28,9.33,0,100.0%,9.33,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,True,23,13,Kellen Winslow
2011,2011-09-11,1,1,28.052,TAM,DET,True,9,6,66,11.00,0,66.7%,7.33,0,0,,0,,0,0,0,,0,0,-4,0,,,,,,,False,False,20,27,Kellen Winslow
2011,2011-09-18,2,2,28.059,TAM,MIN,True,8,4,44,11.00,0,50.0%,5.50,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,True,24,20,Kellen Winslow
2011,2011-09-25,3,3,28.066,TAM,ATL,True,5,2,20,10.00,0,40.0%,4.00,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,True,16,13,Kellen Winslow
2011,2011-10-03,4,4,28.074,TAM,IND,True,6,5,33,6.60,0,83.3%,5.50,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,True,24,17,Kellen Winslow
2011,2011-10-09,5,5,28.080,TAM,SFO,True,9,5,54,10.80,0,55.6%,6.00,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,3,48,Kellen Winslow
2011,2011-10-16,6,6,28.087,TAM,NOR,True,10,5,40,8.00,0,50.0%,4.00,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,True,26,20,Kellen Winslow
2011,2011-10-23,7,7,28.094,TAM,CHI,True,12,4,25,6.25,1,33.3%,2.08,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,False,False,18,24,Kellen Winslow
2011,2011-11-06,8,9,28.108,TAM,NOR,True,6,4,29,7.25,1,66.7%,4.83,0,0,,0,,1,6,0,,0,0,0,0,,,,,,,True,False,16,27,Kellen Winslow
2011,2011-11-13,9,10,28.115,TAM,HOU,True,6,3,33,11.00,0,50.0%,5.50,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,9,37,Kellen Winslow
2011,2011-11-20,10,11,28.122,TAM,GNB,True,11,9,132,14.67,0,81.8%,12.00,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,26,35,Kellen Winslow
2011,2011-11-27,11,12,28.129,TAM,TEN,True,7,5,52,10.40,0,71.4%,7.43,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,17,23,Kellen Winslow
2011,2011-12-04,12,13,28.136,TAM,CAR,True,5,4,41,10.25,0,80.0%,8.20,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,False,False,19,38,Kellen Winslow
2011,2011-12-11,13,14,28.143,TAM,JAX,True,5,2,38,19.00,0,40.0%,7.60,0,0,,0,,0,0,0,,0,0,0,0,,,,,,,True,False,14,41,Kellen Winslow
2011,2011-12-17,14,15,28.149,TAM,DAL,False,7,4,37,9.25,0,57.1%,5.29,0,0,,0,1,0,2,0,,0,0,0,0,,,,,,,False,False,15,31,Kellen Winslow
2011,2011-12-24,15,16,28.156,TAM,CAR,True,7,6,63,10.50,0,85.7%,9.00,0,0,,0,,0,0,1,1,0,0,0,0,,,,,,,True,False,16,48,Kellen Winslow
2011,2012-01-01,16,17,28.164,TAM,ATL,True,10,7,56,8.00,0,70.0%,5.60,0,0,,0,1,0,2,1,0,0,0,0,0,,,,,,,True,False,24,45,Kellen Winslow
2012,2012-09-23,3,3,29.064,NWE,BAL,False,2,1,12,12.00,0,50.0%,6.00,0,0,,0,,0,0,0,0,0,0,0,0,4,5%,0,0%,0,0%,True,False,30,31,Kellen Winslow
