Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2013,2013-11-17,11,11,23.008,SEA,,MIN,W 41-20,False,1,9,9.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0,0,0,0,0,0,2,4%,0,0%,0,0%,False,Christine Michael
2013,2013-12-02,12,13,,SEA,,NOR,W 34-7,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Christine Michael
2013,2013-12-08,13,14,,SEA,@,SFO,L 17-19,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Christine Michael
2013,2013-12-15,14,15,,SEA,@,NYG,W 23-0,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Christine Michael
2013,2013-12-22,15,16,,SEA,,ARI,L 10-17,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Christine Michael
2013,2013-12-29,16,17,,SEA,,STL,W 27-9,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Christine Michael
2014,2014-09-04,1,1,,SEA,,GNB,W 36-16,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Christine Michael
2014,2014-09-14,2,2,,SEA,@,SDG,L 21-30,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Christine Michael
2014,2014-09-21,3,3,,SEA,,DEN,W 26-20,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Christine Michael
2014,2014-10-06,4,5,,SEA,@,WAS,W 27-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Christine Michael
2014,2014-10-12,5,6,,SEA,,DAL,L 23-30,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Christine Michael
2014,2014-10-19,6,7,23.344,SEA,@,STL,L 26-28,False,2,5,2.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0,0,0,0,0,0,7,10%,0,0%,0,0%,True,Christine Michael
2014,2014-10-26,7,8,23.351,SEA,@,CAR,W 13-9,False,4,12,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0,0,0,0,0,0,9,15%,0,0%,0,0%,True,Christine Michael
2014,2014-11-02,8,9,23.358,SEA,,OAK,W 30-24,False,4,16,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0,0,0,0,0,0,7,9%,0,0%,0,0%,False,Christine Michael
2014,2014-11-09,9,10,24.000,SEA,,NYG,W 38-17,False,4,71,17.75,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0,0,0,0,0,0,8,12%,0,0%,0,0%,False,Christine Michael
2014,2014-11-16,10,11,24.007,SEA,@,KAN,L 20-24,False,1,-2,-2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0,0,0,0,0,0,2,3%,0,0%,0,0%,True,Christine Michael
2014,2014-11-23,11,12,,SEA,,ARI,W 19-3,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Christine Michael
2014,2014-11-27,12,13,24.018,SEA,@,SFO,W 19-3,False,3,10,3.33,0,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,0,0,0,0,0,0,7,11%,0,0%,0,0%,True,Christine Michael
2014,2014-12-07,13,14,24.028,SEA,@,PHI,W 24-14,False,6,32,5.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0,0,0,0,0,0,9,10%,0,0%,0,0%,True,Christine Michael
2014,2014-12-14,14,15,24.035,SEA,,SFO,W 17-7,False,1,1,1.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0,0,0,0,0,0,5,8%,0,0%,0,0%,False,Christine Michael
2014,2014-12-21,15,16,24.042,SEA,@,ARI,W 35-6,False,8,28,3.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,1,0,0,0,0,0,17,25%,0,0%,0,0%,True,Christine Michael
2014,2014-12-28,16,17,24.049,SEA,,STL,W 20-6,False,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0,0,0,0,0,0,2,3%,0,0%,0,0%,False,Christine Michael
2015,2015-09-13,1,1,,DAL,,NYG,W 27-26,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Christine Michael
2015,2015-09-20,2,2,,DAL,@,PHI,W 20-10,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Christine Michael
2015,2015-09-27,3,3,,DAL,,ATL,L 28-39,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Christine Michael
2015,2015-10-04,4,4,24.329,DAL,@,NOR,L 20-26,False,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0,0,0,0,0,0,1,2%,0,0%,0,0%,True,Christine Michael
2015,2015-10-11,5,5,24.336,DAL,,NWE,L 6-30,False,1,6,6.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0,0,0,0,0,0,1,1%,0,0%,0,0%,False,Christine Michael
2015,2015-10-25,6,7,24.350,DAL,@,NYG,L 20-27,False,5,18,3.60,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,0,0,0,0,0,0,7,10%,0,0%,0,0%,True,Christine Michael
2015,2015-11-01,7,8,24.357,DAL,,SEA,L 12-13,False,5,20,4.00,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,0,0,0,0,0,0,11,18%,0,0%,0,0%,False,Christine Michael
2015,2015-11-08,8,9,,DAL,,PHI,L 27-33,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Christine Michael
2015,2015-11-15,9,10,25.006,DAL,@,TAM,L 6-10,False,3,8,2.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0,0,0,0,0,0,6,11%,0,0%,0,0%,True,Christine Michael
2015,2015-12-20,14,15,25.041,SEA,,CLE,W 30-13,False,16,84,5.25,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0,0,0,0,0,0,24,34%,0,0%,0,0%,False,Christine Michael
2015,2015-12-27,15,16,25.048,SEA,,STL,L 17-23,True,6,6,1.00,0,2,2,14,7.00,0,100.0%,7.00,0,0,,0,0,0,0,0,0,1,0,0,22,30%,0,0%,0,0%,False,Christine Michael
2015,2016-01-03,16,17,25.055,SEA,@,ARI,W 36-6,True,17,102,6.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0,0,0,0,0,0,29,40%,0,0%,0,0%,True,Christine Michael
2016,2016-09-11,1,1,25.307,SEA,,MIA,W 12-10,True,15,66,4.40,0,4,2,5,2.50,0,50.0%,1.25,0,0,,0,0,0,0,0,0,0,0,0,52,63%,0,0%,0,0%,False,Christine Michael
2016,2016-09-18,2,2,25.314,SEA,@,LAR,L 3-9,False,10,60,6.00,0,4,3,26,8.67,0,75.0%,6.50,0,0,,0,0,0,1,1,0,0,0,0,48,72%,0,0%,0,0%,True,Christine Michael
2016,2016-09-25,3,3,25.321,SEA,,SFO,W 37-18,True,20,106,5.30,2,3,2,5,2.50,0,66.7%,1.67,0,0,,0,2,12,0,0,0,0,0,0,45,64%,0,0%,0,0%,False,Christine Michael
2016,2016-10-02,4,4,25.328,SEA,@,NYJ,W 27-17,True,18,58,3.22,0,6,5,32,6.40,1,83.3%,5.33,0,0,,0,1,6,0,0,0,0,0,0,44,73%,0,0%,0,0%,True,Christine Michael
2016,2016-10-16,5,6,25.342,SEA,,ATL,W 26-24,True,18,64,3.56,2,3,3,19,6.33,0,100.0%,6.33,0,0,,0,2,12,1,0,0,1,0,0,48,73%,0,0%,0,0%,False,Christine Michael
2016,2016-10-23,6,7,25.349,SEA,@,ARI,T 6-6,True,16,52,3.25,0,3,3,3,1.00,0,100.0%,1.00,0,0,,0,0,0,0,0,0,0,0,0,46,73%,0,0%,0,0%,True,Christine Michael
2016,2016-10-30,7,8,25.356,SEA,@,NOR,L 20-25,True,10,40,4.00,1,2,1,2,2.00,0,50.0%,1.00,0,0,,0,1,6,0,0,0,0,0,0,28,52%,0,0%,0,0%,True,Christine Michael
2016,2016-11-07,8,9,25.364,SEA,,BUF,W 31-25,True,5,1,0.20,1,0,0,0,,0,0.0%,,0,0,,0,1,6,0,0,0,0,0,0,18,38%,0,0%,0,0%,False,Christine Michael
2016,2016-11-13,9,10,26.004,SEA,@,NWE,W 31-24,False,5,22,4.40,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,0,0,0,0,0,0,11,16%,0,0%,0,0%,True,Christine Michael
2016,2016-11-20,10,11,,GNB,@,WAS,L 24-42,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Christine Michael
2016,2016-11-28,11,12,26.019,GNB,@,PHI,W 27-13,False,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0,0,0,0,0,0,2,3%,0,0%,0,0%,True,Christine Michael
2016,2016-12-04,12,13,26.025,GNB,,HOU,W 21-13,False,9,19,2.11,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0,0,0,0,0,0,11,19%,0,0%,0,0%,False,Christine Michael
2016,2016-12-11,13,14,26.032,GNB,,SEA,W 38-10,False,10,36,3.60,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0,0,0,0,0,0,17,29%,0,0%,0,0%,False,Christine Michael
2016,2016-12-18,14,15,26.039,GNB,@,CHI,W 30-27,False,4,45,11.25,1,0,0,0,,0,0.0%,,0,0,,0,1,6,0,0,0,0,0,0,5,8%,0,0%,0,0%,True,Christine Michael
2016,2016-12-24,15,16,26.045,GNB,,MIN,W 38-25,False,4,4,1.00,0,1,1,1,1.00,0,100.0%,1.00,3,64,21.33,0,0,0,0,0,0,0,0,0,14,24%,0,0%,4,12%,False,Christine Michael
2016,2017-01-01,16,17,26.053,GNB,@,DET,W 31-24,False,3,6,2.00,0,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0,0,0,0,0,0,0,9,12%,0,0%,6,21%,True,Christine Michael
2018,2018-09-09,1,1,27.304,IND,,CIN,L 23-34,False,2,9,4.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0,0,0,0,0,0,3,4%,0,0%,0,0%,False,Christine Michael
2018,2018-09-16,2,2,,IND,@,WAS,W 21-9,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Christine Michael
2018,2018-09-23,3,3,,IND,@,PHI,L 16-20,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,Christine Michael
,38 Games,,,,,,,25-12-1,False,256,1089,4.25,7,37,26,135,5.19,1,70.3%,3.65,3,64,21.33,0,8,48,3,1,0,2,0,0,,,,,,,False,Christine Michael
