Year,Date,G#,Week,Age,Tm,Opp,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Away_status,Win,Score,Opp Score,Player
1997,1997-11-16,11,12,,SEA,NOR,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,17,20,Jon Kitna
1997,1997-11-23,12,13,,SEA,KAN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,14,19,Jon Kitna
1997,1997-11-30,13,14,,SEA,ATL,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,17,24,Jon Kitna
1997,1997-12-07,14,15,,SEA,BAL,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,24,31,Jon Kitna
1997,1997-12-14,15,16,25.084,SEA,OAK,True,23,37,62.16,283,1,2,72.2,2,5,7.65,5.76,6,11,1.83,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,-2,0,True,True,22,21,Jon Kitna
1997,1997-12-21,16,17,25.091,SEA,SFO,False,8,8,100.00,88,0,0,112.5,1,5,11.00,11.00,2,0,0.00,1,0,0,0,,0,0.0%,,1,6,0,,0,0,0,0,False,True,38,9,Jon Kitna
1998,1998-09-06,1,1,,SEA,PHI,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,True,38,0,Jon Kitna
1998,1998-09-13,2,2,,SEA,ARI,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,33,14,Jon Kitna
1998,1998-09-20,3,3,,SEA,WAS,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,24,14,Jon Kitna
1998,1998-09-27,4,4,,SEA,PIT,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,10,13,Jon Kitna
1998,1998-10-04,5,5,26.013,SEA,KAN,False,3,12,25.00,42,0,1,6.9,0,0,3.50,-0.25,1,11,11.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,True,False,6,17,Jon Kitna
1998,1998-10-11,6,6,,SEA,DEN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,16,21,Jon Kitna
1998,1998-10-25,7,8,,SEA,SDG,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,True,27,20,Jon Kitna
1998,1998-11-01,8,9,,SEA,OAK,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,False,18,31,Jon Kitna
1998,1998-11-08,9,10,,SEA,KAN,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,True,24,12,Jon Kitna
1998,1998-11-15,10,11,,SEA,OAK,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,17,20,Jon Kitna
1998,1998-11-22,11,12,,SEA,DAL,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,False,22,30,Jon Kitna
1998,1998-11-29,12,13,26.069,SEA,TEN,True,24,39,61.54,298,2,1,91.6,1,2,7.64,7.51,3,5,1.67,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,False,True,20,18,Jon Kitna
1998,1998-12-06,13,14,26.076,SEA,NYJ,True,17,24,70.83,278,2,2,102.4,1,7,11.58,9.50,3,25,8.33,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,True,False,31,32,Jon Kitna
1998,1998-12-13,14,15,26.083,SEA,SDG,True,16,31,51.61,140,1,3,35.1,2,10,4.52,0.81,6,4,0.67,1,0,0,0,,0,0.0%,,1,6,2,0,0,1,0,0,False,True,38,17,Jon Kitna
1998,1998-12-20,15,16,26.090,SEA,IND,True,16,29,55.17,177,1,0,85.0,4,27,6.10,6.79,5,17,3.40,0,0,0,0,,0,0.0%,,0,0,2,0,0,2,-10,0,False,True,27,23,Jon Kitna
1998,1998-12-27,16,17,26.097,SEA,DEN,True,22,37,59.46,242,1,1,76.6,3,26,6.54,5.86,2,5,2.50,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,0,0,True,False,21,28,Jon Kitna
1999,1999-09-12,1,1,26.356,SEA,DET,True,20,30,66.67,202,2,0,107.9,6,28,6.73,8.07,1,7,7.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,False,False,20,28,Jon Kitna
1999,1999-09-19,2,2,,SEA,CHI,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,True,14,13,Jon Kitna
1999,1999-09-26,3,3,27.005,SEA,PIT,True,18,29,62.07,265,0,0,91.9,1,14,9.14,9.14,3,-3,-1.00,0,0,0,0,,0,0.0%,,0,0,2,1,0,1,0,0,True,True,29,10,Jon Kitna
1999,1999-10-03,4,4,27.012,SEA,OAK,True,15,30,50.00,213,2,1,81.7,2,12,7.10,6.93,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,2,0,0,2,-2,0,False,True,22,21,Jon Kitna
1999,1999-10-17,5,6,27.026,SEA,SDG,True,17,29,58.62,151,1,1,69.8,3,11,5.21,4.34,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,-4,0,True,False,10,13,Jon Kitna
1999,1999-10-24,6,7,27.033,SEA,BUF,True,17,30,56.67,276,2,0,109.9,1,1,9.20,10.53,6,4,0.67,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,False,True,26,16,Jon Kitna
1999,1999-11-01,7,8,27.041,SEA,GNB,True,12,19,63.16,109,2,0,113.7,2,19,5.74,7.84,3,3,1.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,0,0,True,True,27,7,Jon Kitna
1999,1999-11-07,8,9,27.047,SEA,CIN,True,14,24,58.33,202,3,2,90.6,2,15,8.42,7.17,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,0,0,False,True,37,20,Jon Kitna
1999,1999-11-14,9,10,27.054,SEA,DEN,True,16,31,51.61,235,2,1,84.7,1,5,7.58,7.42,2,-1,-0.50,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,-1,0,False,True,20,17,Jon Kitna
1999,1999-11-21,10,11,27.061,SEA,KAN,True,14,33,42.42,235,2,1,74.7,0,0,7.12,6.97,7,14,2.00,0,0,0,0,,0,0.0%,,0,0,2,1,0,0,-2,0,True,True,31,19,Jon Kitna
1999,1999-11-28,11,12,27.068,SEA,TAM,True,19,44,43.18,197,0,5,17.1,3,27,4.48,-0.64,2,16,8.00,0,0,0,0,,0,0.0%,,0,0,2,1,0,0,0,0,False,False,3,16,Jon Kitna
1999,1999-12-05,12,13,27.075,SEA,OAK,True,22,39,56.41,245,2,2,71.0,1,11,6.28,5.00,3,15,5.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,True,False,21,30,Jon Kitna
1999,1999-12-12,13,14,27.082,SEA,SDG,True,25,40,62.50,285,1,1,81.8,3,14,7.13,6.50,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,False,False,16,19,Jon Kitna
1999,1999-12-19,14,15,27.089,SEA,DEN,True,22,42,52.38,278,2,0,89.2,3,28,6.62,7.57,0,0,,0,0,0,0,,0,0.0%,,0,0,2,2,0,0,0,0,True,False,30,36,Jon Kitna
1999,1999-12-26,15,16,27.096,SEA,KAN,True,18,30,60.00,216,2,0,104.3,3,9,7.20,8.53,3,1,0.33,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,False,True,23,14,Jon Kitna
1999,2000-01-02,16,17,27.103,SEA,NYJ,True,21,45,46.67,237,0,2,44.4,1,4,5.27,3.27,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,True,False,9,19,Jon Kitna
2000,2000-09-03,1,1,27.348,SEA,MIA,True,6,15,40.00,54,0,4,10.8,1,0,3.60,-8.40,2,5,2.50,0,0,0,0,,0,0.0%,,0,0,2,1,0,1,-4,0,True,False,0,23,Jon Kitna
2000,2000-09-10,2,2,27.355,SEA,STL,True,20,31,64.52,245,1,2,72.6,3,8,7.90,5.65,3,24,8.00,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,False,False,34,37,Jon Kitna
2000,2000-09-17,3,3,27.362,SEA,NOR,True,22,29,75.86,193,1,1,90.2,4,24,6.66,5.79,4,2,0.50,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,False,True,20,10,Jon Kitna
2000,2000-09-24,4,4,28.003,SEA,SDG,True,11,21,52.38,196,1,0,100.5,5,35,9.33,10.29,6,22,3.67,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,True,True,20,12,Jon Kitna
2000,2000-10-02,5,5,28.011,SEA,KAN,True,17,28,60.71,140,1,1,70.5,5,37,5.00,4.11,7,15,2.14,0,0,0,0,,0,0.0%,,0,0,2,0,0,2,-4,0,True,False,17,24,Jon Kitna
2000,2000-10-08,6,6,,SEA,CAR,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,True,False,3,26,Jon Kitna
2000,2000-10-15,7,7,28.024,SEA,IND,False,5,6,83.33,57,0,0,106.2,1,4,9.50,9.50,0,0,,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,False,False,24,37,Jon Kitna
2000,2000-10-22,8,8,28.031,SEA,OAK,False,11,18,61.11,85,0,0,72.7,1,1,4.72,4.72,5,9,1.80,0,0,0,0,,0,0.0%,,0,0,2,2,0,0,0,0,True,False,3,31,Jon Kitna
2000,2000-10-29,9,9,28.038,SEA,KAN,True,26,42,61.90,224,2,3,62.0,3,16,5.33,3.07,0,0,,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,False,False,19,24,Jon Kitna
2000,2000-11-05,10,10,28.045,SEA,SDG,True,11,19,57.89,85,2,1,82.1,1,7,4.47,4.21,0,0,,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,False,True,17,15,Jon Kitna
2000,2000-11-12,11,11,28.052,SEA,JAX,True,22,33,66.67,231,3,0,117.1,1,1,7.00,8.82,5,3,0.60,0,0,0,0,,0,0.0%,,0,0,3,0,0,3,-7,0,True,True,28,21,Jon Kitna
2000,2000-11-26,12,13,28.066,SEA,DEN,False,20,42,47.62,226,1,2,52.3,0,0,5.38,3.71,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,False,False,31,38,Jon Kitna
2000,2000-12-03,13,14,28.073,SEA,ATL,True,25,34,73.53,252,1,0,104.0,0,0,7.41,8.00,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,True,True,30,10,Jon Kitna
2000,2000-12-10,14,15,28.080,SEA,DEN,True,26,41,63.41,298,3,3,79.1,0,0,7.27,5.44,7,27,3.86,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,True,False,24,31,Jon Kitna
2000,2000-12-16,15,16,28.086,SEA,OAK,True,19,30,63.33,177,2,1,87.8,3,24,5.90,5.73,3,1,0.33,0,0,0,0,,0,0.0%,,0,0,2,0,0,1,-1,0,False,True,27,24,Jon Kitna
2000,2000-12-23,16,17,28.093,SEA,BUF,True,18,29,62.07,195,0,1,67.5,5,9,6.72,5.17,4,17,4.25,1,0,0,0,,0,0.0%,,1,6,4,2,0,2,-3,0,False,False,23,42,Jon Kitna
2001,2001-09-09,1,1,28.353,CIN,NWE,True,18,27,66.67,204,1,0,101.5,1,8,7.56,8.30,2,-3,-1.50,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,False,True,23,17,Jon Kitna
2001,2001-09-23,2,2,29.002,CIN,BAL,True,19,30,63.33,154,1,0,87.4,2,18,5.13,5.80,1,2,2.00,1,0,0,0,,0,0.0%,,1,6,0,,0,0,0,0,False,True,21,10,Jon Kitna
2001,2001-09-30,3,3,29.009,CIN,SDG,True,18,32,56.25,135,2,3,48.3,2,9,4.22,1.25,5,10,2.00,0,0,0,0,,0,0.0%,,0,0,2,0,0,1,-8,0,True,False,14,28,Jon Kitna
2001,2001-10-07,4,4,29.016,CIN,PIT,True,19,34,55.88,164,1,1,66.3,2,15,4.82,4.09,2,1,0.50,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,True,False,7,16,Jon Kitna
2001,2001-10-14,5,5,29.023,CIN,CLE,True,20,38,52.63,201,1,0,76.8,0,0,5.29,5.82,4,18,4.50,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,-2,0,False,True,24,14,Jon Kitna
2001,2001-10-21,6,6,29.030,CIN,CHI,True,19,46,41.30,244,0,1,49.5,2,15,5.30,4.33,0,0,,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,0,0,False,False,0,24,Jon Kitna
2001,2001-10-28,7,7,29.037,CIN,DET,True,17,27,62.96,204,2,2,79.9,1,16,7.56,5.70,3,26,8.67,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,True,True,31,27,Jon Kitna
2001,2001-11-11,8,9,29.051,CIN,JAX,True,28,48,58.33,303,0,1,68.3,4,24,6.31,5.38,2,0,0.00,0,0,0,0,,0,0.0%,,0,0,3,0,0,3,-3,0,True,False,13,30,Jon Kitna
2001,2001-11-18,9,10,29.058,CIN,TEN,True,23,41,56.10,234,1,2,60.4,1,10,5.71,4.00,1,9,9.00,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,False,False,7,20,Jon Kitna
2001,2001-11-25,10,11,29.065,CIN,CLE,True,8,19,42.11,85,0,2,16.2,0,0,4.47,-0.26,0,0,,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,True,False,0,18,Jon Kitna
2001,2001-12-02,11,12,29.072,CIN,TAM,True,19,38,50.00,144,1,1,57.3,3,29,3.79,3.13,0,0,,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,0,0,False,False,13,16,Jon Kitna
2001,2001-12-09,12,13,29.079,CIN,JAX,True,16,30,53.33,147,0,1,53.1,1,7,4.90,3.40,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,False,False,10,14,Jon Kitna
2001,2001-12-16,13,14,29.086,CIN,NYJ,False,10,17,58.82,93,0,3,34.3,0,0,5.47,-2.47,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,True,False,14,15,Jon Kitna
2001,2001-12-23,14,15,29.093,CIN,BAL,True,16,39,41.03,153,0,3,20.6,3,22,3.92,0.46,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,True,False,0,16,Jon Kitna
2001,2001-12-30,15,16,29.100,CIN,PIT,True,35,68,51.47,411,2,1,73.8,2,8,6.04,5.97,2,6,3.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,0,0,False,True,26,23,Jon Kitna
2001,2002-01-06,16,17,29.107,CIN,TEN,True,28,47,59.57,340,0,1,73.0,1,4,7.23,6.28,2,0,0.00,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,True,True,23,21,Jon Kitna
2002,2002-09-08,1,1,,CIN,SDG,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,False,6,34,Jon Kitna
2002,2002-09-15,2,2,29.359,CIN,CLE,False,,,,,,,,0,,,,,,,,,,,,,0.0%,,0,0,0,,,0,0,0,True,False,7,20,Jon Kitna
2002,2002-09-22,3,3,30.001,CIN,ATL,False,18,35,51.43,136,0,1,49.2,1,6,3.89,2.60,1,-3,-3.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,0,0,True,False,3,30,Jon Kitna
2002,2002-09-29,4,4,,CIN,TAM,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,False,7,35,Jon Kitna
2002,2002-10-06,5,5,30.015,CIN,IND,True,31,43,72.09,244,1,3,64.5,1,7,5.67,3.00,0,0,,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,True,False,21,28,Jon Kitna
2002,2002-10-13,6,6,30.022,CIN,PIT,True,23,35,65.71,222,0,3,47.6,5,32,6.34,2.49,4,4,1.00,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,False,False,7,34,Jon Kitna
2002,2002-10-27,7,8,30.036,CIN,TEN,True,17,23,73.91,193,2,0,127.6,0,0,8.39,10.13,4,21,5.25,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,False,False,24,30,Jon Kitna
2002,2002-11-03,8,9,30.043,CIN,HOU,True,22,27,81.48,263,4,0,146.8,0,0,9.74,12.70,2,1,0.50,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,True,True,38,3,Jon Kitna
2002,2002-11-10,9,10,30.050,CIN,BAL,True,28,41,68.29,272,2,3,72.4,3,23,6.63,4.32,0,0,,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,True,False,27,38,Jon Kitna
2002,2002-11-17,10,11,30.057,CIN,CLE,True,17,30,56.67,258,1,0,96.2,1,10,8.60,9.27,1,3,3.00,1,0,0,0,,0,0.0%,,1,6,1,0,0,0,0,0,False,False,20,27,Jon Kitna
2002,2002-11-24,11,12,30.064,CIN,PIT,True,22,39,56.41,298,1,0,89.5,1,0,7.64,8.15,1,-6,-6.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,True,False,21,29,Jon Kitna
2002,2002-12-01,12,13,30.071,CIN,BAL,True,30,46,65.22,308,2,1,89.8,1,5,6.70,6.59,1,9,9.00,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,False,False,23,27,Jon Kitna
